num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1129,2023,3,7,06:00 a 11:59,Mañana,Febrero,Viernes,Huehuetenango,Huehuetenango,Ignorado,Hombre,15,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Rojo,2013,2010-2019,Colisión
1130,2023,3,7,06:00 a 11:59,Mañana,Febrero,Viernes,Totonicapán,San Francisco el Alto,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Verde,Ignorado,Ignorado,Colisión
1131,2023,3,7,06:00 a 11:59,Mañana,Febrero,Viernes,Totonicapán,San Francisco el Alto,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión
1132,2023,3,21,18:00 a 23:59,Noche,Febrero,Viernes,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ebrio,Mayor,Camioneta,Kia,Negro,2008,2000-2009,Colisión
1133,2023,3,21,18:00 a 23:59,Noche,Febrero,Viernes,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Nissan,Blanco,2004,2000-2009,Colisión
1134,2023,3,22,18:00 a 23:59,Noche,Febrero,Viernes,Petén,San Benito,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Bajaj,Azul,2021,2020-2029,Colisión
1135,2023,3,22,18:00 a 23:59,Noche,Febrero,Viernes,Petén,San Benito,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Panel,Nissan,Blanco,2022,2020-2029,Colisión
1136,2023,4,0,00:00 a 05:59,Mañana,Febrero,Sábado,Guatemala,Guatemala,9,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
1137,2023,4,19,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Guatemala,9,Mujer,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,2020,2020-2029,Derrape
1138,2023,4,21,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Palencia,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Isuzu,Blanco,2004,2000-2009,Colisión
1139,2023,4,21,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Palencia,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Italika,Blanco,Ignorado,Ignorado,Colisión
1140,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Guatemala,11,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Bajaj,Gris,2023,2020-2029,Colisión
1141,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1142,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Petapa,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
1143,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Petapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión
1144,2023,4,20,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Internacional,Anaranjado,Ignorado,Ignorado,Colisión
1145,2023,4,20,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Mazda,Gris,Ignorado,Ignorado,Colisión
1146,2023,4,11,06:00 a 11:59,Mañana,Febrero,Sábado,Guatemala,Mixco,4,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Nissan,Rojo,2001,2000-2009,Colisión
1147,2023,4,11,06:00 a 11:59,Mañana,Febrero,Sábado,Guatemala,Mixco,4,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2017,2010-2019,Colisión
1148,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Jutiapa,El Progreso,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión
1149,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Jutiapa,El Progreso,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1150,2023,4,8,06:00 a 11:59,Mañana,Febrero,Sábado,Zacapa,Río Hondo,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Colisión
1151,2023,4,8,06:00 a 11:59,Mañana,Febrero,Sábado,Zacapa,Río Hondo,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Bus urbano,Blue Bird,Amarillo,2006,2000-2009,Colisión
1152,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Escuintla,Masagua,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
1153,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Escuintla,Masagua,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión
1154,2023,4,19,18:00 a 23:59,Noche,Febrero,Sábado,Escuintla,Nueva Concepción,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
1155,2023,4,19,18:00 a 23:59,Noche,Febrero,Sábado,Escuintla,Nueva Concepción,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
1156,2023,4,7,06:00 a 11:59,Mañana,Febrero,Sábado,Escuintla,Escuintla,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Cabezal,Freightliner,Rojo,2014,2010-2019,Embarrancó
1157,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Santa Rosa,Barberena,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Cabezal,Internacional,Blanco,2009,2000-2009,Colisión
1158,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Santa Rosa,Barberena,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Camión,Freightliner,Blanco,2009,2000-2009,Colisión
1159,2023,4,14,12:00 a 17:59,Tarde,Febrero,Sábado,Santa Rosa,Barberena,Ignorado,Mujer,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mazda,Negro,2003,2000-2009,Colisión
1160,2023,4,16,12:00 a 17:59,Tarde,Febrero,Sábado,Quetzaltenango,Salcajá,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Freedom,Negro,2022,2020-2029,Colisión
1161,2023,4,16,12:00 a 17:59,Tarde,Febrero,Sábado,Quetzaltenango,Salcajá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Verde,Ignorado,Ignorado,Colisión
1162,2023,4,0,00:00 a 05:59,Mañana,Febrero,Sábado,San Marcos,San Marcos,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1163,2023,4,0,00:00 a 05:59,Mañana,Febrero,Sábado,San Marcos,San Marcos,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
1164,2023,4,5,00:00 a 05:59,Mañana,Febrero,Sábado,San Marcos,El Tumbador,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión
1165,2023,4,5,00:00 a 05:59,Mañana,Febrero,Sábado,San Marcos,El Tumbador,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Colisión
1166,2023,4,11,06:00 a 11:59,Mañana,Febrero,Sábado,Alta Verapaz,Cobán,6,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Blanco,1993,1990-1999,Colisión
1167,2023,4,11,06:00 a 11:59,Mañana,Febrero,Sábado,Alta Verapaz,Cobán,6,Mujer,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Honda,Negro,2015,2010-2019,Colisión
1168,2023,4,7,06:00 a 11:59,Mañana,Febrero,Sábado,El Progreso,Guastatoya,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Bus urbano,Ford,Marfil,1986,1980-1989,Colisión
1169,2023,4,7,06:00 a 11:59,Mañana,Febrero,Sábado,El Progreso,Guastatoya,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Nissan,Blanco,2006,2000-2009,Colisión
1170,2023,4,16,12:00 a 17:59,Tarde,Febrero,Sábado,Izabal,Puerto Barrios,Ignorado,Hombre,67,65-69,60 y más,65 - 69,Ignorado,Mayor,Cabezal,Freightliner,Rojo,Ignorado,Ignorado,Colisión
1171,2023,4,16,12:00 a 17:59,Tarde,Febrero,Sábado,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Rojo,2023,2020-2029,Colisión
1172,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Chimaltenango,Chimaltenango,1,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,Colisión
1173,2023,4,17,12:00 a 17:59,Tarde,Febrero,Sábado,Chimaltenango,Chimaltenango,1,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Movesa,Negro,2019,2010-2019,Colisión
1174,2023,4,6,06:00 a 11:59,Mañana,Febrero,Sábado,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Derrape
1175,2023,4,18,18:00 a 23:59,Noche,Febrero,Sábado,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1176,2023,4,18,18:00 a 23:59,Noche,Febrero,Sábado,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1177,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Honda,Ignorado,Ignorado,Ignorado,Colisión
1178,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,1,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Otros,Blanco,2022,2020-2029,Colisión
1179,2023,5,7,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,2,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mazda,Blanco,2002,2000-2009,Colisión
1180,2023,5,7,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,2,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Rojo,2020,2020-2029,Colisión
1181,2023,5,21,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Guatemala,1,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Hyundai,Rojo,2015,2010-2019,Colisión
1182,2023,5,21,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Guatemala,1,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Genesis,Negro,2014,2010-2019,Colisión
1183,2023,5,12,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,6,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2009,2000-2009,Colisión
1184,2023,5,12,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,6,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Serpento,Azul,2021,2020-2029,Colisión
1185,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Audi,Blanco,2017,2010-2019,Choque
1186,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Audi,Blanco,2017,2010-2019,Choque
1187,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Audi,Blanco,2017,2010-2019,Choque
1188,2023,5,0,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,7,Mujer,24,20-24,20-24,20 - 24,Ebrio,Mayor,Automóvil,Honda,Azul,Ignorado,Ignorado,Colisión
1189,2023,5,0,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,7,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Ignorado,Blanco,2007,2000-2009,Colisión
1190,2023,5,0,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,7,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Ignorado,Gris,2002,2000-2009,Colisión
1191,2023,5,3,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,11,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Yamaha,Negro,2016,2010-2019,Derrape
1192,2023,5,4,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,12,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2020,2020-2029,Derrape
1193,2023,5,4,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2022,2020-2029,Derrape
1194,2023,5,15,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Movesa,Rojo,Ignorado,Ignorado,Colisión
1195,2023,5,15,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,11,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Toyota,Gris,1995,1990-1999,Colisión
1196,2023,5,14,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisión
1197,2023,5,14,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Guatemala,12,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
1198,2023,5,2,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Villa Canales,3,Hombre,30,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1199,2023,5,2,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Amatitlán,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Nissan,Negro,Ignorado,Ignorado,Derrape
1200,2023,5,17,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Petapa,10,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Mitsubishi,Corinto,Ignorado,Ignorado,Colisión
1201,2023,5,17,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Petapa,10,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
1202,2023,5,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Villa Nueva,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Celeste,Ignorado,Ignorado,Derrape
1203,2023,5,16,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Negro,2019,2010-2019,Derrape
1204,2023,5,22,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,7,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Panel,Hyundai,Gris,2016,2010-2019,Colisión
1205,2023,5,22,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,7,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Serpento,Verde,2018,2010-2019,Colisión
1206,2023,5,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1207,2023,5,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Mujer,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1208,2023,5,19,18:00 a 23:59,Noche,Febrero,Domingo,Chiquimula,Esquipulas,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Gris,1997,1990-1999,Colisión
1209,2023,5,19,18:00 a 23:59,Noche,Febrero,Domingo,Chiquimula,Esquipulas,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1210,2023,5,22,18:00 a 23:59,Noche,Febrero,Domingo,Escuintla,San José,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ebrio,Mayor,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión
1211,2023,5,22,18:00 a 23:59,Noche,Febrero,Domingo,Escuintla,San José,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Verde,Ignorado,Ignorado,Colisión
1212,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Escuintla,Escuintla,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Rojo,2011,2010-2019,Colisión
1213,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Escuintla,Escuintla,Ignorado,Mujer,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Toyota,Rojo,2021,2020-2029,Colisión
1214,2023,5,17,12:00 a 17:59,Tarde,Febrero,Domingo,Escuintla,Escuintla,3,Hombre,69,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Mazda,Gris,2001,2000-2009,Colisión
1215,2023,5,17,12:00 a 17:59,Tarde,Febrero,Domingo,Escuintla,Escuintla,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisión
1216,2023,5,18,18:00 a 23:59,Noche,Febrero,Domingo,Escuintla,San José,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Chevrolet,Negro,2013,2010-2019,Colisión
1217,2023,5,18,18:00 a 23:59,Noche,Febrero,Domingo,Escuintla,San José,Ignorado,Mujer,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Haojue,Negro,2023,2020-2029,Colisión
1218,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Volkswagen,Beige,2004,2000-2009,Colisión
1219,2023,5,1,00:00 a 05:59,Mañana,Febrero,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión
1220,2023,5,0,00:00 a 05:59,Mañana,Febrero,Domingo,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Asia Hero,Negro,2022,2020-2029,Colisión
1221,2023,5,0,00:00 a 05:59,Mañana,Febrero,Domingo,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión
1222,2023,5,18,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,Chicacao,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión
1223,2023,5,18,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,Chicacao,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión
1224,2023,5,20,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,San Juan Bautista,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Cuatrimoto,Bajaj,Rojo,Ignorado,Ignorado,Colisión
1225,2023,5,20,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,San Juan Bautista,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión
1226,2023,5,18,18:00 a 23:59,Noche,Febrero,Domingo,Retalhuleu,Retalhuleu,2,Hombre,30,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Choque
1227,2023,5,15,12:00 a 17:59,Tarde,Febrero,Domingo,Quetzaltenango,Cantel,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Otros,Rojo,2020,2020-2029,Choque
1228,2023,5,23,18:00 a 23:59,Noche,Febrero,Domingo,Retalhuleu,Retalhuleu,3,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Suzuki,Negro,2007,2000-2009,Colisión
1229,2023,5,23,18:00 a 23:59,Noche,Febrero,Domingo,Retalhuleu,Retalhuleu,3,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Colisión
1230,2023,5,17,12:00 a 17:59,Tarde,Febrero,Domingo,Alta Verapaz,Cobán,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
1231,2023,5,21,18:00 a 23:59,Noche,Febrero,Domingo,Chimaltenango,El Tejar,Ignorado,Hombre,71,70-74,60 y más,70 - 74,No Ebrio,Mayor,Microbús,Subaru,Azul,1989,1980-1989,Colisión
1232,2023,5,21,18:00 a 23:59,Noche,Febrero,Domingo,Chimaltenango,El Tejar,Ignorado,Hombre,16,15-19,15-19,15 - 19,No Ebrio,Menor,Motocicleta,Bajaj,Azul,2020,2020-2029,Colisión
1233,2023,5,5,00:00 a 05:59,Mañana,Febrero,Domingo,Chimaltenango,Chimaltenango,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Honda,Café,Ignorado,Ignorado,Vuelco
1234,2023,5,11,06:00 a 11:59,Mañana,Febrero,Domingo,Chimaltenango,Patzún,Ignorado,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Ford,Gris,Ignorado,Ignorado,Choque
1235,2023,6,7,06:00 a 11:59,Mañana,Febrero,Lunes,Guatemala,Guatemala,1,Mujer,47,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Honda,Gris,2006,2000-2009,Colisión
1236,2023,6,7,06:00 a 11:59,Mañana,Febrero,Lunes,Guatemala,Guatemala,1,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión
1237,2023,6,22,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Guatemala,6,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2020,2020-2029,Derrape
1238,2023,6,4,00:00 a 05:59,Mañana,Febrero,Lunes,Guatemala,Villa Canales,2,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Volvo,Negro,2005,2000-2009,Choque
1239,2023,6,5,00:00 a 05:59,Mañana,Febrero,Lunes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
1240,2023,6,5,00:00 a 05:59,Mañana,Febrero,Lunes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1241,2023,6,19,18:00 a 23:59,Noche,Febrero,Lunes,Jutiapa,Quesada,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
1242,2023,6,19,18:00 a 23:59,Noche,Febrero,Lunes,Jutiapa,Quesada,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Otros,Blanco,Ignorado,Ignorado,Colisión
1243,2023,6,13,12:00 a 17:59,Tarde,Febrero,Lunes,Jalapa,San Pedro Pinula,Ignorado,Hombre,28,25-29,25-29,25 - 29,No Ebrio,Mayor,Pick up,Toyota,Celeste,1989,1980-1989,Colisión
1244,2023,6,13,12:00 a 17:59,Tarde,Febrero,Lunes,Jalapa,San Pedro Pinula,Ignorado,Hombre,23,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Freedom,Negro,2017,2010-2019,Colisión
