num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
9715,2021,10,20,4,3,12,5,3,315,99,99,1,48,8,8,10,1,4,27,1,9999,99,1,1,2
9716,2021,11,23,4,3,12,6,1,101,6,6,1,999,16,12,18,9,4,32,1,2020,6,1,2,1
9717,2021,11,16,3,2,12,6,1,101,6,6,2,36,6,6,8,1,4,999,99,9999,99,1,2,1
9718,2021,11,16,3,2,12,6,1,101,18,18,1,53,9,9,11,1,4,999,99,9999,99,1,2,1
9719,2021,11,16,3,2,12,6,1,105,99,99,1,25,4,4,6,1,4,999,99,9999,99,1,2,1
9720,2021,11,20,4,3,12,6,1,101,18,18,1,26,4,4,6,1,4,999,99,9999,99,1,2,1
9721,2021,11,21,4,3,12,6,1,107,99,99,1,35,6,6,8,1,4,999,99,9999,99,1,2,1
9722,2021,11,1,1,1,12,6,1,104,99,99,1,24,3,3,5,1,4,999,99,9999,99,6,2,1
9723,2021,11,0,1,1,12,6,1,103,99,99,2,19,2,2,4,1,4,25,5,9999,99,6,2,1
9724,2021,11,17,3,2,12,6,1,101,5,5,2,4,1,1,1,2,2,8,2,2007,4,1,2,1
9725,2021,11,23,4,3,12,6,1,101,7,7,1,30,5,5,7,1,1,27,5,9999,99,2,1,2
9726,2021,11,23,4,3,12,6,1,101,7,7,2,25,4,4,6,1,1,27,5,9999,99,2,1,2
9727,2021,11,23,4,3,12,6,1,101,7,7,1,23,3,3,5,1,1,27,5,9999,99,2,2,1
9728,2021,11,22,4,3,12,6,1,101,12,12,1,20,3,3,5,1,4,25,2,2020,6,1,2,1
9729,2021,11,0,1,1,12,6,1,115,1,99,1,43,7,7,9,1,4,18,5,9999,99,1,2,1
9730,2021,11,0,1,1,12,6,1,115,1,99,1,999,16,12,18,9,4,18,5,9999,99,1,2,1
9731,2021,11,1,1,1,12,6,1,116,1,99,1,34,5,5,7,1,4,27,1,9999,99,6,2,1
9732,2021,11,3,1,1,12,6,1,114,99,99,1,20,3,3,5,1,4,6,1,9999,99,1,2,1
9733,2021,11,18,4,3,12,6,1,115,5,99,1,999,16,12,18,9,4,25,5,9999,99,1,2,1
9734,2021,11,2,1,1,12,6,1,114,99,99,1,20,3,3,5,1,4,6,1,9999,99,1,2,1
9735,2021,11,21,4,3,12,6,1,110,99,99,1,42,7,7,9,1,4,999,99,9999,99,1,2,1
9736,2021,11,5,1,1,12,6,22,2216,99,99,1,22,3,3,5,1,1,69,4,9999,99,2,2,1
9737,2021,11,5,1,1,12,6,22,2216,99,99,1,24,3,3,5,1,1,69,4,9999,99,2,2,1
9738,2021,11,5,1,1,12,6,22,2216,99,99,2,21,3,3,5,1,1,69,4,9999,99,2,2,1
9739,2021,11,5,1,1,12,6,22,2216,99,99,2,4,1,1,1,2,1,69,4,9999,99,2,2,1
9740,2021,11,17,3,2,12,6,22,2205,99,99,1,22,3,3,5,1,4,6,5,9999,99,2,1,2
9741,2021,11,18,4,3,12,6,19,1901,99,99,1,32,5,5,7,1,4,67,3,1994,3,1,2,1
9742,2021,11,18,4,3,12,6,19,1901,99,99,1,50,9,9,11,1,4,67,3,1994,3,1,2,1
9743,2021,11,7,2,1,12,6,5,511,99,99,1,24,3,3,5,1,4,18,5,9999,99,1,2,1
9744,2021,11,0,1,1,12,6,12,1201,5,99,2,27,4,4,6,1,1,69,5,9999,99,1,2,1
9745,2021,11,17,3,2,12,6,12,1201,3,99,2,1,1,1,1,2,1,69,6,1995,3,1,2,1
9746,2021,11,0,1,1,12,6,2,207,99,99,1,41,7,7,9,1,4,18,5,9999,99,1,1,2
9747,2021,11,21,4,3,12,6,2,208,99,99,1,23,3,3,5,1,4,999,99,9999,99,6,2,1
9748,2021,11,1,1,1,12,6,18,1801,99,99,1,20,3,3,5,1,4,27,5,9999,99,1,2,1
9749,2021,11,5,1,1,12,6,3,302,99,99,2,999,16,12,18,9,3,69,2,9999,99,1,2,1
9750,2021,11,6,2,1,12,6,3,303,99,99,1,25,4,4,6,1,4,25,3,9999,99,1,2,1
9751,2021,11,19,4,3,12,6,3,314,99,99,2,41,7,7,9,1,1,48,3,9999,99,2,2,1
9752,2021,12,13,3,2,12,7,1,101,9,9,1,26,4,4,6,1,4,25,1,2018,5,6,2,1
9753,2021,12,22,4,3,12,7,1,101,18,18,2,999,16,12,18,9,4,76,5,2016,5,6,2,1
9754,2021,12,10,2,1,12,7,1,101,18,18,1,33,5,5,7,1,1,48,5,2016,5,2,2,1
9755,2021,12,13,3,2,12,7,1,104,99,99,1,23,3,3,5,1,4,999,99,9999,99,1,2,1
9756,2021,12,21,4,3,12,7,1,101,11,11,1,16,2,2,4,2,1,31,9,1990,3,2,2,1
9757,2021,12,21,4,3,12,7,1,101,11,11,2,38,6,6,8,1,1,31,9,1990,3,2,2,1
9758,2021,12,21,4,3,12,7,1,101,11,11,1,10,1,1,3,2,1,31,9,1990,3,2,2,1
9759,2021,12,20,4,3,12,7,1,101,7,7,2,19,2,2,4,1,4,999,99,9999,99,1,2,1
9760,2021,12,20,4,3,12,7,1,101,7,7,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
9761,2021,12,12,3,2,12,7,1,101,7,7,1,20,3,3,5,1,4,999,99,9999,99,1,2,1
9762,2021,12,0,1,1,12,7,1,115,2,99,1,23,3,3,5,1,4,999,2,9999,99,1,2,1
9763,2021,12,0,1,1,12,7,1,115,2,99,2,19,2,2,4,1,4,999,2,9999,99,1,2,1
9764,2021,12,17,3,2,12,7,1,116,99,99,2,72,13,11,15,1,1,999,99,9999,99,1,2,1
9765,2021,12,17,3,2,12,7,1,116,99,99,1,70,13,11,15,1,1,999,99,9999,99,1,2,1
9766,2021,12,17,3,2,12,7,1,117,1,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,1
9767,2021,12,17,3,2,12,7,1,116,99,99,1,14,1,1,3,2,4,999,99,9999,99,1,2,1
9768,2021,12,17,3,2,12,7,1,116,99,99,1,5,1,1,2,2,4,999,99,9999,99,1,2,1
9769,2021,12,0,1,1,12,7,1,108,8,99,1,33,5,5,7,1,4,999,99,9999,99,6,2,1
9770,2021,12,20,4,3,12,7,19,1903,99,99,1,59,10,10,12,1,3,34,9,9999,99,1,2,1
9771,2021,12,20,4,3,12,7,19,1903,99,99,1,11,1,1,3,2,3,34,9,9999,99,1,2,1
9772,2021,12,2,1,1,12,7,5,501,1,99,2,30,5,5,7,1,4,999,99,9999,99,1,2,1
9773,2021,12,19,4,3,12,7,5,511,99,99,1,18,2,2,4,1,1,69,2,9999,99,1,2,1
9774,2021,12,19,4,3,12,7,5,511,99,99,1,16,2,2,4,2,1,69,2,9999,99,1,2,1
9775,2021,12,19,4,3,12,7,5,511,99,99,2,50,9,9,11,1,1,27,4,9999,99,1,2,1
9776,2021,12,19,4,3,12,7,5,511,99,99,1,1,1,1,1,2,1,27,4,9999,99,1,2,1
9777,2021,12,19,4,3,12,7,5,511,99,99,2,13,1,1,3,2,1,27,4,9999,99,1,2,1
9778,2021,12,19,4,3,12,7,5,511,99,99,2,94,15,11,17,1,1,27,4,9999,99,1,2,1
9779,2021,12,19,4,3,12,7,5,511,99,99,2,41,7,7,9,1,1,27,2,9999,99,1,2,1
9780,2021,12,19,4,3,12,7,5,511,99,99,2,66,12,11,14,1,3,10,6,9999,99,1,2,1
9781,2021,12,19,4,3,12,7,5,511,99,99,2,32,5,5,7,1,2,41,11,9999,99,1,2,1
9782,2021,12,19,4,3,12,7,5,511,99,99,1,32,5,5,7,1,1,69,3,9999,99,1,2,1
9783,2021,12,19,4,3,12,7,5,511,99,99,1,54,9,9,11,1,2,67,4,9999,99,1,2,1
9784,2021,12,19,4,3,12,7,5,511,99,99,2,74,13,11,15,1,3,56,2,9999,99,1,2,1
9785,2021,12,19,4,3,12,7,5,511,99,99,2,44,7,7,9,1,3,56,2,9999,99,1,2,1
9786,2021,12,19,4,3,12,7,5,511,99,99,2,55,10,10,12,1,2,34,4,9999,99,1,2,1
9787,2021,12,19,4,3,12,7,5,511,99,99,1,50,9,9,11,1,9,52,4,9999,99,1,2,1
9788,2021,12,19,4,3,12,7,5,511,99,99,1,67,12,11,14,1,9,52,4,9999,99,1,2,1
9789,2021,12,19,4,3,12,7,5,508,99,99,1,19,2,2,4,1,4,67,4,2008,4,6,2,1
9790,2021,12,13,3,2,12,7,10,1002,99,99,2,12,1,1,3,2,14,6,1,2006,4,1,2,1
9791,2021,12,13,3,2,12,7,10,1002,99,99,2,11,1,1,3,2,14,6,1,2006,4,1,2,1
9792,2021,12,13,3,2,12,7,10,1002,99,99,2,29,4,4,6,1,14,6,1,2006,4,1,2,1
9793,2021,12,18,4,3,12,7,10,1002,99,99,2,31,5,5,7,1,4,67,2,2015,5,1,2,1
9794,2021,12,16,3,2,12,7,12,1222,99,99,1,71,13,11,15,1,4,27,1,9999,99,1,1,2
9795,2021,12,16,3,2,12,7,12,1222,99,99,1,30,5,5,7,1,4,27,1,9999,99,1,2,1
9796,2021,12,9,2,1,12,7,13,1305,99,99,1,18,2,2,4,1,4,27,2,9999,99,1,1,2
9797,2021,12,0,1,1,12,7,8,802,99,99,1,999,16,12,18,9,4,999,5,9999,99,1,2,1
9798,2021,12,1,1,1,12,7,15,1501,99,99,1,999,16,12,18,9,4,999,99,9999,99,6,2,1
9799,2021,12,22,4,3,12,7,2,202,99,99,1,39,6,6,8,1,1,27,3,2010,5,1,2,1
9800,2021,12,22,4,3,12,7,2,202,99,99,1,36,6,6,8,1,1,27,3,2010,5,1,2,1
9801,2021,12,22,4,3,12,7,2,202,99,99,1,40,7,7,9,1,1,27,3,2010,5,1,2,1
9802,2021,12,14,3,2,12,7,18,1804,99,99,2,43,7,7,9,1,2,31,6,9999,99,1,2,1
9803,2021,12,17,3,2,12,7,7,710,99,99,1,46,8,8,10,1,1,48,10,9999,99,2,2,1
9804,2021,12,12,3,2,12,7,4,403,99,99,1,30,5,5,7,1,4,999,99,9999,99,6,1,2
9805,2021,13,12,3,2,12,1,1,101,6,6,1,28,4,4,6,1,4,20,3,9999,99,1,2,1
9806,2021,13,2,1,1,12,1,1,101,6,6,1,42,7,7,9,1,4,32,1,9999,99,6,2,1
9807,2021,13,10,2,1,12,1,1,101,12,12,1,27,4,4,6,1,4,190,5,2019,5,1,2,1
9808,2021,13,8,2,1,12,1,1,108,4,99,2,19,2,2,4,1,4,999,99,9999,99,1,2,1
9809,2021,13,18,4,3,12,1,22,2201,99,99,1,19,2,2,4,1,4,999,1,9999,99,1,2,1
9810,2021,13,18,4,3,12,1,22,2201,99,99,1,31,5,5,7,1,1,48,3,9999,99,1,2,1
9811,2021,13,18,4,3,12,1,22,2201,99,99,2,30,5,5,7,1,9,69,4,9999,99,1,2,1
9812,2021,13,18,4,3,12,1,22,2201,99,99,2,12,1,1,3,2,9,69,4,9999,99,1,2,1
9813,2021,13,0,1,1,12,1,5,511,99,99,1,40,7,7,9,1,4,32,4,2011,5,6,1,2
9814,2021,13,1,1,1,12,1,5,504,99,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
9815,2021,13,14,3,2,12,1,10,1004,99,99,1,52,9,9,11,1,4,6,99,2014,5,1,2,2
9816,2021,13,17,3,2,12,1,10,1016,99,99,1,21,3,3,5,1,14,6,1,9999,99,3,2,1
9817,2021,13,18,4,3,12,1,9,904,99,99,1,27,4,4,6,1,4,999,99,9999,99,1,1,2
9818,2021,13,7,2,1,12,1,2,203,99,99,1,45,8,8,10,1,3,69,4,9999,99,1,1,2
9819,2021,13,0,1,1,12,1,3,306,2,99,2,46,8,8,10,1,4,67,3,2018,5,6,2,1
9820,2021,13,10,2,1,12,1,3,308,99,99,1,999,16,12,18,9,4,32,1,9999,99,1,2,1
9821,2021,13,13,3,2,12,1,3,308,99,99,1,51,9,9,11,1,4,77,1,9999,99,1,2,1
9822,2021,14,16,3,2,12,2,1,101,8,8,1,26,4,4,6,1,4,6,9,2008,4,1,2,1
9823,2021,14,18,4,3,12,2,1,101,18,18,1,19,2,2,4,1,4,999,99,9999,99,6,2,1
9824,2021,14,18,4,3,12,2,1,101,18,18,1,20,3,3,5,1,4,999,99,9999,99,6,2,1
9825,2021,14,15,3,2,12,2,1,113,99,99,1,23,3,3,5,1,4,999,99,9999,99,1,2,1
9826,2021,14,22,4,3,12,2,1,101,5,5,1,28,4,4,6,1,4,999,99,9999,99,1,2,1
9827,2021,14,23,4,3,12,2,1,101,7,7,1,30,5,5,7,1,4,999,99,9999,99,1,2,1
9828,2021,14,23,4,3,12,2,1,101,7,7,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
9829,2021,14,18,4,3,12,2,1,114,99,99,1,19,2,2,4,1,4,999,99,9999,99,1,2,1
9830,2021,14,22,4,3,12,2,1,117,1,99,2,3,1,1,1,2,4,999,99,9999,99,1,2,1
9831,2021,14,13,3,2,12,2,1,110,99,99,1,32,5,5,7,1,1,28,4,2018,5,1,2,1
9832,2021,14,13,3,2,12,2,1,110,99,99,1,999,16,12,18,9,5,999,99,9999,99,1,2,1
9833,2021,14,18,4,3,12,2,1,108,1,99,1,23,3,3,5,1,4,27,7,2016,5,6,2,1
9834,2021,14,22,4,3,12,2,1,108,1,99,1,23,3,3,5,1,4,6,2,9999,99,1,2,1
9835,2021,14,20,4,3,12,2,1,108,11,99,1,16,2,2,4,2,4,999,99,9999,99,2,2,1
9836,2021,14,7,2,1,12,2,19,1903,99,99,1,32,5,5,7,1,4,18,1,2013,5,1,2,2
9837,2021,14,9,2,1,12,2,6,601,99,99,1,47,8,8,10,1,3,69,99,9999,99,1,2,1
9838,2021,14,9,2,1,12,2,6,601,99,99,1,23,3,3,5,1,4,2,1,2019,5,1,2,1
9839,2021,14,9,2,1,12,2,6,601,99,99,1,51,9,9,11,1,2,69,6,9999,99,1,2,1
9840,2021,14,9,2,1,12,2,6,601,99,99,2,39,6,6,8,1,2,69,6,9999,99,1,2,1
9841,2021,14,9,2,1,12,2,6,601,99,99,1,12,1,1,3,2,2,69,6,9999,99,1,2,1
9842,2021,14,9,2,1,12,2,6,601,99,99,2,16,2,2,4,2,2,69,6,9999,99,1,2,1
9843,2021,14,9,2,1,12,2,6,601,99,99,2,4,1,1,1,2,2,69,6,9999,99,1,2,1
9844,2021,14,0,1,1,12,2,2,203,99,99,1,999,16,12,18,9,14,999,1,9999,99,1,1,2
9845,2021,14,19,4,3,12,2,3,311,99,99,1,30,5,5,7,1,4,999,2,9999,99,1,2,1
9846,2021,15,15,3,2,12,3,1,101,6,6,1,25,4,4,6,1,4,100,1,2017,5,1,2,1
9847,2021,15,22,4,3,12,3,1,101,25,25,1,40,7,7,9,1,4,6,5,2017,5,1,1,2
9848,2021,15,10,2,1,12,3,1,101,18,18,1,21,3,3,5,1,4,999,99,9999,99,1,2,1
9849,2021,15,16,3,2,12,3,1,101,16,16,1,29,4,4,6,1,4,32,14,2016,5,1,2,1
9850,2021,15,16,3,2,12,3,1,101,16,16,2,6,1,1,2,2,4,32,14,2016,5,1,2,1
9851,2021,15,18,4,3,12,3,1,101,13,13,1,63,11,11,13,1,4,27,5,2015,5,1,2,1
9852,2021,15,4,1,1,12,3,1,101,7,7,1,999,16,12,18,9,4,67,5,2012,5,2,1,2
9853,2021,15,11,2,1,12,3,1,101,12,12,1,27,4,4,6,1,4,20,5,2011,5,1,2,1
9854,2021,15,13,3,2,12,3,5,505,99,99,1,24,3,3,5,1,4,999,9,9999,99,1,2,1
9855,2021,15,13,3,2,12,3,5,505,99,99,2,12,1,1,3,2,4,999,9,9999,99,1,2,1
9856,2021,15,18,4,3,12,3,14,1420,99,99,1,31,5,5,7,1,4,67,5,9999,99,6,1,2
9857,2021,16,10,2,1,12,4,1,101,1,1,1,999,16,12,18,9,5,52,2,9999,99,2,2,1
9858,2021,16,5,1,1,12,4,1,101,13,13,2,30,5,5,7,1,4,6,2,9999,99,6,2,1
9859,2021,16,7,2,1,12,4,1,101,5,5,1,999,16,12,18,9,4,76,3,9999,99,2,2,1
9860,2021,16,20,4,3,12,4,1,101,13,13,1,23,3,3,5,1,4,100,1,9999,99,1,2,1
9861,2021,16,17,3,2,12,4,1,115,99,99,2,34,5,5,7,1,12,999,99,9999,99,1,2,1
9862,2021,16,17,3,2,12,4,1,115,99,99,2,3,1,1,1,2,12,999,99,9999,99,1,2,2
9863,2021,16,17,3,2,12,4,1,115,99,99,2,46,8,8,10,1,12,999,99,9999,99,1,2,2
9864,2021,16,17,3,2,12,4,1,115,99,99,1,62,11,11,13,1,12,999,99,9999,99,1,2,2
9865,2021,16,17,3,2,12,4,1,115,99,99,1,19,2,2,4,1,12,999,99,9999,99,1,2,1
9866,2021,16,17,3,2,12,4,1,115,99,99,1,42,7,7,9,1,12,999,99,9999,99,1,2,2
9867,2021,16,17,3,2,12,4,1,115,99,99,2,40,7,7,9,1,12,999,99,9999,99,1,2,2
9868,2021,16,20,4,3,12,4,1,116,99,99,1,24,3,3,5,1,4,54,3,9999,99,1,2,1
9869,2021,16,18,4,3,12,4,1,110,99,99,1,31,5,5,7,1,4,67,1,9999,99,1,2,1
9870,2021,16,8,2,1,12,4,20,2001,99,99,1,26,4,4,6,1,4,67,5,9999,99,1,2,1
9871,2021,16,9,2,1,12,4,19,1903,99,99,1,40,7,7,9,1,4,999,4,9999,99,6,1,2
9872,2021,16,22,4,3,12,4,5,501,99,99,1,53,9,9,11,1,2,27,5,2004,4,2,2,2
9873,2021,16,22,4,3,12,4,5,501,99,99,2,21,3,3,5,1,2,27,5,2004,4,2,2,1
9874,2021,16,22,4,3,12,4,5,501,99,99,1,30,5,5,7,1,4,27,5,2014,5,2,2,1
9875,2021,16,16,3,2,12,4,5,501,99,99,1,61,11,11,13,1,4,6,1,9999,99,1,1,2
9876,2021,16,8,2,1,12,4,6,601,99,99,1,53,9,9,11,1,4,999,1,9999,99,1,2,1
9877,2021,16,20,4,3,12,4,17,1701,99,99,1,33,5,5,7,1,6,999,2,9999,99,1,1,2
9878,2021,17,19,4,3,12,5,1,101,2,2,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
9879,2021,17,22,4,3,12,5,1,107,99,99,1,20,3,3,5,1,4,999,99,9999,99,6,2,1
9880,2021,17,14,3,2,12,5,1,101,10,10,1,68,12,11,14,1,4,6,5,2013,5,1,2,1
9881,2021,17,2,1,1,12,5,1,101,12,12,1,20,3,3,5,1,4,999,99,9999,99,6,2,1
9882,2021,17,7,2,1,12,5,1,115,99,99,1,25,4,4,6,1,4,999,1,2012,5,1,1,2
9883,2021,17,12,3,2,12,5,1,108,3,99,1,36,6,6,8,1,4,27,5,2014,5,1,2,1
9884,2021,17,21,4,3,12,5,19,1911,99,99,1,27,4,4,6,1,4,27,2,9999,99,1,2,2
9885,2021,17,21,4,3,12,5,19,1911,99,99,1,23,3,3,5,1,4,76,2,2017,5,1,2,2
9886,2021,17,20,4,3,12,5,5,501,99,99,1,999,16,12,18,9,4,999,99,9999,99,1,1,2
9887,2021,17,14,3,2,12,5,6,608,99,99,1,30,5,5,7,1,5,19,2,9999,99,1,2,1
9888,2021,17,14,3,2,12,5,6,608,99,99,1,48,8,8,10,1,6,19,2,9999,99,1,2,1
9889,2021,17,21,4,3,12,5,11,1101,99,99,2,28,4,4,6,1,22,6,1,9999,99,1,2,1
9890,2021,17,21,4,3,12,5,9,901,99,99,1,27,4,4,6,1,4,6,99,9999,99,1,2,1
9891,2021,17,23,4,3,12,5,8,801,99,99,2,14,1,1,3,2,2,27,4,9999,99,1,2,1
9892,2021,17,16,3,2,12,5,16,1604,99,99,1,39,6,6,8,1,4,27,5,2000,4,1,2,1
9893,2021,17,20,4,3,12,5,2,202,99,99,1,999,16,12,18,9,4,64,2,9999,99,1,1,2
9894,2021,17,20,4,3,12,5,2,202,99,99,1,22,3,3,5,1,4,64,2,9999,99,1,2,1
9895,2021,17,17,3,2,12,5,18,1804,99,99,2,26,4,4,6,1,4,18,5,9999,99,1,2,1
9896,2021,17,0,1,1,12,5,14,1415,99,99,1,999,16,12,18,9,4,27,5,9999,99,1,1,2
9897,2021,18,18,4,3,12,6,1,101,17,17,1,25,4,4,6,1,4,2,1,9999,99,1,1,2
9898,2021,18,23,4,3,12,6,1,101,18,18,1,38,6,6,8,1,4,32,5,2016,5,7,1,2
9899,2021,18,22,4,3,12,6,1,101,10,10,2,23,3,3,5,1,1,10,4,1999,3,1,2,1
9900,2021,18,7,2,1,12,6,1,101,16,16,1,19,2,2,4,1,4,27,5,9999,99,1,2,1
9901,2021,18,7,2,1,12,6,1,101,16,16,1,23,3,3,5,1,4,27,5,9999,99,1,2,1
9902,2021,18,4,1,1,12,6,1,101,12,12,1,40,7,7,9,1,4,27,5,9999,99,1,2,1
9903,2021,18,0,1,1,12,6,1,101,11,11,1,28,4,4,6,1,4,18,2,9999,99,1,2,1
9904,2021,18,0,1,1,12,6,1,101,11,11,1,40,7,7,9,1,4,18,2,9999,99,1,1,2
9905,2021,18,3,1,1,12,6,1,115,1,99,1,34,5,5,7,1,4,999,2,9999,99,1,2,1
9906,2021,18,3,1,1,12,6,1,115,1,99,1,22,3,3,5,1,4,2,3,9999,99,1,2,1
9907,2021,18,3,1,1,12,6,1,115,1,99,1,25,4,4,6,1,4,2,3,9999,99,1,2,1
9908,2021,18,18,4,3,12,6,1,115,4,99,1,26,4,4,6,1,4,25,5,9999,99,1,2,1
9909,2021,18,18,4,3,12,6,1,115,4,99,1,23,3,3,5,1,4,76,1,9999,99,1,2,1
9910,2021,18,21,4,3,12,6,1,116,99,99,1,34,5,5,7,1,4,6,5,9999,99,1,2,1
9911,2021,18,18,4,3,12,6,1,108,7,99,1,999,16,12,18,9,3,69,3,9999,99,1,2,1
9912,2021,18,7,2,1,12,6,1,108,6,99,2,21,3,3,5,1,4,25,1,9999,99,2,2,1
9913,2021,18,20,4,3,12,6,20,2001,99,99,1,30,5,5,7,1,4,67,99,9999,99,1,1,2
9914,2021,18,20,4,3,12,6,20,2001,99,99,1,30,5,5,7,1,4,27,2,9999,99,1,1,2
9915,2021,18,20,4,3,12,6,20,2001,99,99,1,24,3,3,5,1,4,27,2,9999,99,1,2,1
9916,2021,18,0,1,1,12,6,20,2001,99,99,1,26,4,4,6,1,4,6,99,9999,99,6,2,1
9917,2021,18,21,4,3,12,6,19,1907,99,99,1,38,6,6,8,1,4,999,99,9999,99,1,2,1
9918,2021,18,21,4,3,12,6,19,1907,99,99,1,20,3,3,5,1,4,6,5,9999,99,1,2,1
9919,2021,18,20,4,3,12,6,5,501,99,99,1,26,4,4,6,1,4,6,1,9999,99,1,2,1
9920,2021,18,1,1,1,12,6,5,511,99,99,1,28,4,4,6,1,4,32,99,9999,99,6,1,2
9921,2021,18,23,4,3,12,6,5,511,99,99,2,46,8,8,10,1,1,10,2,9999,99,1,2,1
9922,2021,18,23,4,3,12,6,5,511,99,99,2,26,4,4,6,1,1,27,5,9999,99,1,2,1
9923,2021,18,21,4,3,12,6,5,509,99,99,1,999,16,12,18,9,4,18,5,9999,99,1,1,2
9924,2021,18,16,3,2,12,6,5,501,99,99,1,55,10,10,12,1,3,69,2,9999,99,3,2,1
9925,2021,18,7,2,1,12,6,5,507,99,99,1,29,4,4,6,1,4,27,99,9999,99,3,2,1
9926,2021,18,10,2,1,12,6,6,609,99,99,1,17,2,2,4,2,1,69,2,9999,99,1,2,1
9927,2021,18,16,3,2,12,6,2,202,99,99,1,30,5,5,7,1,4,6,99,9999,99,1,2,1
9928,2021,18,18,4,3,12,6,2,204,99,99,1,999,16,12,18,9,4,18,1,9999,99,1,2,1
9929,2021,18,18,4,3,12,6,2,202,99,99,1,69,12,11,14,1,9,999,99,9999,99,1,1,2
9930,2021,18,4,1,1,12,6,18,1804,99,99,1,999,16,12,18,9,4,6,1,9999,99,1,2,1
9931,2021,18,22,4,3,12,6,18,1801,99,99,1,25,4,4,6,1,4,18,5,9999,99,1,2,1
9932,2021,18,22,4,3,12,6,18,1801,99,99,1,23,3,3,5,1,4,18,5,9999,99,1,2,1
9933,2021,18,2,1,1,12,6,4,401,99,99,1,21,3,3,5,1,4,32,1,9999,99,1,2,1
9934,2021,18,11,2,1,12,6,3,307,99,99,1,19,2,2,4,1,3,69,99,9999,99,1,2,1
9935,2021,18,11,2,1,12,6,3,307,99,99,1,999,16,12,18,9,9,69,4,2018,5,1,2,1
9936,2021,18,11,2,1,12,6,3,307,99,99,1,12,1,1,3,2,9,69,4,2018,5,1,2,1
9937,2021,18,11,2,1,12,6,3,307,99,99,1,18,2,2,4,1,9,69,4,2018,5,1,2,1
9938,2021,18,11,2,1,12,6,3,307,99,99,1,2,1,1,1,2,9,69,4,2018,5,1,2,1
9939,2021,18,11,2,1,12,6,3,307,99,99,1,25,4,4,6,1,9,69,4,2018,5,1,2,1
9940,2021,18,11,2,1,12,6,3,307,99,99,2,21,3,3,5,1,9,69,4,2018,5,1,2,1
9941,2021,18,11,2,1,12,6,3,307,99,99,1,75,14,11,16,1,9,69,4,2018,5,1,2,1
9942,2021,18,11,2,1,12,6,3,307,99,99,2,35,6,6,8,1,9,69,4,2018,5,1,2,1
9943,2021,18,11,2,1,12,6,3,307,99,99,1,35,6,6,8,1,9,69,4,2018,5,1,2,1
9944,2021,19,0,1,1,12,7,1,101,1,1,1,49,8,8,10,1,4,32,1,9999,99,1,2,2
9945,2021,19,0,1,1,12,7,1,101,1,1,1,30,5,5,7,1,4,25,1,9999,99,1,2,2
9946,2021,19,14,3,2,12,7,1,101,18,18,1,22,3,3,5,1,4,5,99,9999,99,1,2,2
9947,2021,19,14,3,2,12,7,1,101,18,18,1,84,15,11,17,1,2,41,2,2000,4,1,2,2
9948,2021,19,14,3,2,12,7,1,101,18,18,2,20,3,3,5,1,2,41,2,2000,4,1,2,1
9949,2021,19,5,1,1,12,7,1,101,11,11,2,18,2,2,4,1,1,73,6,1993,3,1,2,1
9950,2021,19,5,1,1,12,7,1,101,11,11,1,21,3,3,5,1,1,73,6,1993,3,1,2,1
9951,2021,19,2,1,1,12,7,1,101,21,21,1,21,3,3,5,1,4,999,99,9999,99,1,2,1
9952,2021,19,6,2,1,12,7,1,108,6,99,1,22,3,3,5,1,4,2,5,2022,6,1,2,1
9953,2021,19,16,3,2,12,7,1,108,4,99,1,54,9,9,11,1,4,76,5,9999,99,1,2,1
9954,2021,19,16,3,2,12,7,1,108,4,99,2,54,9,9,11,1,4,76,5,9999,99,1,2,1
9955,2021,19,14,3,2,12,7,22,2205,99,99,1,22,3,3,5,1,4,168,5,9999,99,6,1,2
9956,2021,19,18,4,3,12,7,21,2103,99,99,1,25,4,4,6,1,4,100,1,9999,99,1,1,2
9957,2021,19,22,4,3,12,7,19,1903,99,99,1,18,2,2,4,1,4,67,1,9999,99,1,1,2
9958,2021,19,0,1,1,12,7,5,509,99,99,1,43,7,7,9,1,4,100,5,9999,99,6,1,2
9959,2021,19,18,4,3,12,7,5,501,99,99,1,22,3,3,5,1,4,2,5,9999,99,6,2,1
9960,2021,19,20,4,3,12,7,6,601,99,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,1
9961,2021,19,21,4,3,12,7,6,602,99,99,1,35,6,6,8,1,22,6,1,2016,5,1,2,1
9962,2021,19,21,4,3,12,7,6,602,99,99,2,17,2,2,4,2,22,6,1,2016,5,1,2,1
9963,2021,19,4,1,1,12,7,6,601,99,99,1,22,3,3,5,1,4,18,4,2001,4,1,2,1
9964,2021,19,4,1,1,12,7,6,601,99,99,1,21,3,3,5,1,4,18,4,2001,4,1,2,1
