num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5164,2021,24,9,2,1,8,2,12,1202,99,99,9,69,4,2006,4,5
5165,2021,24,20,4,3,8,2,10,1020,99,99,99,999,99,9999,99,5
5166,2021,24,9,2,1,8,2,1,110,99,99,99,999,99,9999,99,5
5167,2021,25,5,1,1,8,3,1,101,21,21,1,999,99,9999,99,5
5168,2021,25,9,2,1,8,3,19,1906,99,99,99,999,99,9999,99,5
5169,2021,26,7,2,1,8,4,1,101,3,3,1,48,5,2016,5,5
5170,2021,26,7,2,1,8,4,22,2202,99,99,3,52,4,9999,99,5
5171,2021,26,5,1,1,8,4,4,406,99,99,1,999,99,9999,99,5
5172,2021,26,19,4,3,8,4,11,1103,99,99,1,999,99,9999,99,5
5173,2021,26,7,2,1,8,4,9,921,99,99,4,32,1,9999,99,5
5174,2021,26,20,4,3,8,4,1,101,13,13,1,999,99,9999,99,5
5175,2021,27,15,3,2,8,5,1,105,99,99,4,999,99,9999,99,5
5176,2021,27,22,4,3,8,5,1,115,8,99,1,999,2,9999,99,5
5177,2021,27,6,2,1,8,5,22,2214,99,99,1,999,99,9999,99,5
5178,2021,27,15,3,2,8,5,5,502,99,99,3,56,4,2016,5,5
5179,2021,27,20,4,3,8,5,9,901,5,99,1,27,4,2012,5,5
5180,2021,28,21,4,3,8,6,1,101,1,1,1,52,4,2003,4,5
5181,2021,28,10,2,1,8,6,1,101,12,12,99,999,99,9999,99,5
5182,2021,28,21,4,3,8,6,1,115,3,99,99,999,99,9999,99,5
5183,2021,28,21,4,3,8,6,20,2002,99,99,99,999,99,9999,99,5
5184,2021,28,19,4,3,8,6,10,1002,99,99,4,25,5,9999,99,5
5185,2021,28,16,3,2,8,6,8,805,99,99,3,999,4,9999,99,5
5186,2021,28,18,4,3,8,6,18,1801,99,99,99,999,99,9999,99,5
5187,2021,28,21,4,3,8,6,17,1709,99,99,2,999,99,9999,99,5
5188,2021,29,21,4,3,8,7,21,2102,99,99,99,999,99,9999,99,5
5189,2021,29,23,4,3,8,7,9,921,99,99,4,32,1,2014,5,5
5190,2021,29,14,3,2,8,7,16,1613,99,99,4,18,1,9999,99,5
5191,2021,30,16,3,2,8,1,1,101,6,6,5,31,2,2012,5,5
5192,2021,30,14,3,2,8,1,1,107,99,99,4,2,5,2019,5,5
5193,2021,30,16,3,2,8,1,1,117,7,99,1,27,3,1992,3,5
5194,2021,30,19,4,3,8,1,1,110,99,99,4,67,3,2017,5,5
5195,2021,30,8,2,1,8,1,20,2001,99,99,1,999,99,9999,99,5
5196,2021,30,1,1,1,8,1,18,1804,99,99,1,999,99,9999,99,5
5197,2021,30,19,4,3,8,1,18,1803,99,99,4,999,99,9999,99,5
5198,2021,30,17,3,2,8,1,14,1403,4,99,4,67,4,2016,5,5
5199,2021,30,5,1,1,8,1,4,406,99,99,1,999,99,9999,99,5
5200,2021,31,11,2,1,8,2,1,102,99,99,2,28,4,2007,4,5
5201,2021,31,18,4,3,8,2,1,110,99,99,1,999,99,9999,99,5
5202,2021,31,15,3,2,8,2,22,2216,99,99,99,999,99,9999,99,5
5203,2021,31,18,4,3,8,2,13,1323,99,99,12,69,2,2006,4,5
5204,2021,31,21,4,3,8,2,17,1710,99,99,4,67,1,9999,99,5
5205,2021,31,5,1,1,8,2,17,1713,99,99,1,999,99,9999,99,5
5206,2021,1,17,3,2,9,3,1,117,10,99,1,28,1,1997,3,1
5207,2021,1,0,1,1,9,3,5,509,99,99,9,999,2,9999,99,1
5208,2021,1,8,2,1,9,3,16,1604,99,99,9,999,2,9999,99,1
5209,2021,1,19,4,3,9,3,17,1712,99,99,9,48,4,9999,99,1
5210,2021,1,20,4,3,9,3,17,1709,99,99,1,48,1,2000,4,1
5211,2021,1,23,4,3,9,3,5,511,99,99,5,10,7,1996,3,1
5212,2021,1,16,3,2,9,3,1,108,4,99,2,27,7,2006,4,1
5213,2021,1,14,3,2,9,3,14,1416,99,99,5,69,6,2011,5,1
5214,2021,1,1,1,1,9,3,11,1102,99,99,4,999,99,9999,99,6
5215,2021,1,21,4,3,9,3,1,101,15,15,4,20,1,2011,5,6
5216,2021,1,12,3,2,9,3,1,114,99,99,4,32,3,9999,99,3
5217,2021,2,12,3,2,9,4,1,101,12,12,3,69,4,1992,3,1
5218,2021,2,22,4,3,9,4,1,101,7,7,1,27,1,9999,99,2
5219,2021,2,11,2,1,9,4,1,117,99,99,1,69,2,2002,4,1
5220,2021,2,17,3,2,9,4,5,501,1,99,3,999,4,9999,99,1
5221,2021,2,13,3,2,9,4,10,1001,99,99,9,999,7,9999,99,3
5222,2021,2,0,1,1,9,4,16,1609,99,99,1,48,7,9999,99,1
5223,2021,2,21,4,3,9,4,16,1613,99,99,2,41,2,2006,4,1
5224,2021,2,11,2,1,9,4,15,1503,99,99,3,56,2,2002,4,1
5225,2021,2,13,3,2,9,4,3,307,99,99,6,19,1,9999,99,3
5226,2021,2,21,4,3,9,4,3,301,99,99,1,48,6,2013,5,2
5227,2021,3,11,2,1,9,5,1,115,99,99,1,69,1,1992,3,1
5228,2021,3,14,3,2,9,5,1,116,1,99,4,67,5,9999,99,1
5229,2021,3,17,3,2,9,5,16,1601,1,99,1,69,2,9999,99,1
5230,2021,3,14,3,2,9,5,1,101,6,6,1,69,2,9999,99,2
5231,2021,3,19,4,3,9,5,1,101,18,18,2,28,4,2006,4,1
5232,2021,3,3,1,1,9,5,22,2212,99,99,4,67,1,2016,5,6
5233,2021,3,9,2,1,9,5,4,415,99,99,3,69,3,1979,1,1
5234,2021,3,14,3,2,9,5,20,2001,99,99,4,76,1,9999,99,1
5235,2021,3,18,4,3,9,5,8,801,99,99,3,69,3,1981,2,1
5236,2021,3,21,4,3,9,5,1,110,99,99,4,76,5,1981,2,1
5237,2021,4,7,2,1,9,6,1,101,12,12,4,25,5,2013,5,1
5238,2021,4,0,1,1,9,6,1,108,4,99,4,999,5,9999,99,1
5239,2021,4,15,3,2,9,6,1,101,1,1,1,69,1,2017,5,1
5240,2021,4,11,2,1,9,6,17,1712,99,99,4,27,5,9999,99,1
5241,2021,4,16,3,2,9,6,15,1503,99,99,5,31,2,2017,5,1
5242,2021,4,6,2,1,9,6,18,1802,99,99,6,19,14,9999,99,1
5243,2021,4,21,4,3,9,6,18,1805,99,99,1,41,9,2006,4,1
5244,2021,4,0,1,1,9,6,3,301,99,99,1,56,2,9999,99,1
5245,2021,4,0,1,1,9,6,4,401,99,99,2,17,4,2005,4,2
5246,2021,4,1,1,1,9,6,6,613,99,99,1,999,9,9999,99,1
5247,2021,4,21,4,3,9,6,22,2205,99,99,4,54,3,9999,99,6
5248,2021,4,21,4,3,9,6,1,106,99,99,3,69,4,9999,99,1
5249,2021,4,16,3,2,9,6,1,101,12,12,1,56,5,2014,5,1
5250,2021,4,19,4,3,9,6,1,101,7,7,1,999,99,9999,99,1
5251,2021,4,19,4,3,9,6,1,101,11,11,2,27,3,2010,5,1
5252,2021,4,1,1,1,9,6,1,115,2,99,1,48,9,9999,99,1
5253,2021,4,6,2,1,9,6,1,115,4,99,4,2,4,9999,99,1
5254,2021,4,5,1,1,9,6,1,115,99,99,9,999,11,9999,99,1
5255,2021,4,16,3,2,9,6,1,116,1,99,4,67,4,9999,99,1
5256,2021,4,0,1,1,9,6,15,1504,99,99,1,27,9,2010,5,1
5257,2021,4,22,4,3,9,6,5,509,99,99,1,28,5,9999,99,3
5258,2021,4,17,3,2,9,6,15,1503,99,99,4,999,99,9999,99,1
5259,2021,4,19,4,3,9,6,15,1501,99,99,4,999,99,9999,99,6
5260,2021,4,20,4,3,9,6,5,501,99,99,4,999,99,9999,99,1
5261,2021,4,20,4,3,9,6,5,501,99,99,7,999,99,9999,99,1
5262,2021,5,1,1,1,9,7,1,108,7,99,4,67,1,2006,4,2
5263,2021,5,13,3,2,9,7,1,101,1,1,1,56,4,2015,5,1
5264,2021,5,12,3,2,9,7,1,101,12,12,1,52,4,2019,5,2
5265,2021,5,14,3,2,9,7,1,115,99,99,1,999,99,9999,99,2
5266,2021,5,9,2,1,9,7,1,110,99,99,1,27,2,1997,3,1
5267,2021,5,12,3,2,9,7,15,1507,99,99,4,999,99,9999,99,2
5268,2021,5,17,3,2,9,7,16,1604,99,99,3,52,5,9999,99,3
5269,2021,5,17,3,2,9,7,16,1601,99,99,2,52,4,2019,5,1
5270,2021,5,19,4,3,9,7,21,2101,1,99,3,56,6,9999,99,1
5271,2021,5,18,4,3,9,7,2,204,99,99,4,18,1,9999,99,1
5272,2021,5,17,3,2,9,7,2,207,99,99,4,999,99,9999,99,1
5273,2021,5,17,3,2,9,7,15,1501,99,99,4,67,4,9999,99,6
5274,2021,5,16,3,2,9,7,1,101,15,15,4,2,5,2017,5,1
5275,2021,5,17,3,2,9,7,19,1903,99,99,4,67,1,9999,99,6
5276,2021,5,20,4,3,9,7,17,1703,99,99,4,6,1,2016,5,1
5277,2021,5,17,3,2,9,7,14,1406,99,99,14,6,1,9999,99,3
5278,2021,5,0,1,1,9,7,1,101,6,6,4,32,5,9999,99,1
5279,2021,5,15,3,2,9,7,1,101,18,18,1,69,3,1991,3,1
5280,2021,5,18,4,3,9,7,1,101,18,18,4,32,1,9999,99,2
5281,2021,5,21,4,3,9,7,5,509,99,99,1,28,5,9999,99,3
5282,2021,5,14,3,2,9,7,5,511,99,99,3,69,3,9999,99,1
5283,2021,5,20,4,3,9,7,5,511,99,99,4,999,5,9999,99,1
5284,2021,6,8,2,1,9,1,1,101,7,7,4,999,99,9999,99,1
5285,2021,6,9,2,1,9,1,1,114,99,99,7,30,7,1990,3,1
5286,2021,6,16,3,2,9,1,1,115,5,99,1,48,4,9999,99,1
5287,2021,6,19,4,3,9,1,1,115,99,99,1,27,5,2003,4,1
5288,2021,6,20,4,3,9,1,1,108,8,99,4,87,4,9999,99,2
5289,2021,6,18,4,3,9,1,5,501,99,99,1,73,4,1997,3,1
5290,2021,6,11,2,1,9,1,11,1101,1,99,2,69,1,9999,99,1
5291,2021,6,14,3,2,9,1,12,1214,99,99,3,69,1,1992,3,2
5292,2021,6,0,1,1,9,1,12,1217,99,99,4,76,6,9999,99,2
5293,2021,6,7,2,1,9,1,2,201,99,99,4,999,99,9999,99,1
5294,2021,6,12,3,2,9,1,2,201,99,99,3,69,2,2018,5,1
5295,2021,6,18,4,3,9,1,2,201,99,99,4,6,5,9999,99,6
5296,2021,6,11,2,1,9,1,14,1420,99,99,4,2,1,2019,5,6
5297,2021,6,20,4,3,9,1,4,401,99,99,1,17,3,1993,3,1
5298,2021,6,6,2,1,9,1,3,301,99,99,9,41,4,9999,99,3
5299,2021,7,19,4,3,9,2,1,101,24,24,4,999,99,9999,99,6
5300,2021,7,10,2,1,9,2,1,101,5,5,1,138,4,9999,99,1
5301,2021,7,13,3,2,9,2,1,101,10,10,4,999,99,9999,99,1
5302,2021,7,2,1,1,9,2,1,102,99,99,3,69,3,9999,99,2
5303,2021,7,13,3,2,9,2,19,1904,99,99,3,999,4,9999,99,1
5304,2021,7,12,3,2,9,2,5,511,99,99,6,19,2,2006,4,1
5305,2021,7,13,3,2,9,2,5,511,99,99,4,6,2,9999,99,1
5306,2021,7,19,4,3,9,2,5,501,99,99,2,15,2,1986,2,1
5307,2021,7,11,2,1,9,2,6,601,99,99,5,30,2,9999,99,7
5308,2021,7,0,1,1,9,2,12,1201,99,99,1,999,99,9999,99,1
5309,2021,7,15,3,2,9,2,8,801,99,99,1,999,4,9999,99,1
5310,2021,7,7,2,1,9,2,16,1611,99,99,4,27,5,9999,99,6
5311,2021,7,19,4,3,9,2,7,709,99,99,2,999,99,9999,99,1
5312,2021,7,5,1,1,9,2,3,303,99,99,4,67,1,9999,99,6
5313,2021,8,9,2,1,9,3,1,101,3,3,1,27,4,2006,4,1
5314,2021,8,7,2,1,9,3,1,101,18,18,1,27,3,2005,4,2
5315,2021,8,10,2,1,9,3,1,101,6,6,4,999,99,9999,99,6
5316,2021,8,7,2,1,9,3,1,115,5,99,4,27,1,9999,99,1
5317,2021,8,8,2,1,9,3,1,115,4,99,4,999,3,9999,99,1
5318,2021,8,11,2,1,9,3,19,1903,99,99,9,69,2,2009,4,1
5319,2021,8,13,3,2,9,3,6,601,99,99,3,17,4,2000,4,1
5320,2021,8,0,1,1,9,3,13,1301,11,99,2,41,5,2011,5,1
5321,2021,8,7,2,1,9,3,16,1601,99,99,1,999,4,2012,5,2
5322,2021,8,13,3,2,9,3,15,1502,99,99,4,18,1,9999,99,6
5323,2021,8,22,4,3,9,3,15,1501,99,99,1,8,4,2002,4,1
5324,2021,8,17,3,2,9,3,18,1804,99,99,4,999,99,9999,99,6
5325,2021,8,22,4,3,9,3,7,719,99,99,4,6,3,9999,99,6
5326,2021,9,9,2,1,9,4,1,101,1,1,1,27,3,2003,4,1
5327,2021,9,17,3,2,9,4,1,101,1,1,1,56,4,2013,5,1
5328,2021,9,21,4,3,9,4,1,101,1,1,4,6,1,9999,99,6
5329,2021,9,9,2,1,9,4,1,116,1,99,5,26,2,2020,6,1
5330,2021,9,21,4,3,9,4,1,115,6,99,1,999,99,9999,99,1
5331,2021,9,16,3,2,9,4,1,117,7,99,1,58,4,9999,99,1
5332,2021,9,20,4,3,9,4,1,108,8,99,1,999,2,9999,99,1
5333,2021,9,17,3,2,9,4,5,501,1,99,4,18,5,9999,99,2
5334,2021,9,21,4,3,9,4,10,1001,99,99,4,2,3,9999,99,1
5335,2021,9,2,1,1,9,4,9,920,2,99,1,90,1,9999,99,1
5336,2021,9,22,4,3,9,4,12,1217,99,99,4,64,1,9999,99,1
5337,2021,9,11,2,1,9,4,13,1305,99,99,3,69,4,2021,6,1
5338,2021,9,18,4,3,9,4,18,1804,99,99,99,999,99,9999,99,1
5339,2021,9,19,4,3,9,4,17,1710,99,99,4,64,1,2009,4,6
5340,2021,9,4,1,1,9,4,3,303,99,99,99,999,99,9999,99,1
5341,2021,10,23,4,3,9,5,1,101,1,1,1,69,11,1997,3,1
5342,2021,10,16,3,2,9,5,1,101,18,18,4,6,5,2013,5,1
5343,2021,10,21,4,3,9,5,1,101,15,15,2,69,99,2014,5,1
5344,2021,10,8,2,1,9,5,1,115,4,99,3,56,11,9999,99,1
5345,2021,10,17,3,2,9,5,21,2102,99,99,3,999,3,9999,99,1
5346,2021,10,19,4,3,9,5,5,501,99,99,4,6,5,9999,99,1
5347,2021,10,22,4,3,9,5,10,1001,99,99,4,76,3,9999,99,1
5348,2021,10,18,4,3,9,5,11,1109,99,99,4,999,1,9999,99,1
5349,2021,10,5,1,1,9,5,11,1101,99,99,4,999,5,9999,99,1
5350,2021,10,0,1,1,9,5,9,910,1,99,1,27,11,2001,4,2
5351,2021,10,15,3,2,9,5,16,1604,99,99,3,69,4,9999,99,1
5352,2021,10,21,4,3,9,5,17,1709,99,99,5,30,11,9999,99,1
5353,2021,10,13,3,2,9,5,3,301,99,99,2,69,2,1998,3,1
5354,2021,10,19,4,3,9,5,3,303,99,99,99,999,99,9999,99,1
5355,2021,11,1,1,1,9,6,1,101,8,8,4,18,5,9999,99,6
5356,2021,11,12,3,2,9,6,1,101,18,18,2,17,99,1994,3,1
5357,2021,11,18,4,3,9,6,1,101,17,17,5,30,1,2007,4,1
5358,2021,11,18,4,3,9,6,1,101,18,18,2,56,5,1995,3,2
5359,2021,11,20,4,3,9,6,1,105,99,99,3,69,4,9999,99,1
5360,2021,11,9,2,1,9,6,1,103,99,99,1,56,4,2017,5,1
5361,2021,11,4,1,1,9,6,1,101,11,11,4,2,3,9999,99,6
5362,2021,11,21,4,3,9,6,1,101,11,11,1,999,99,9999,99,1
5363,2021,11,0,1,1,9,6,1,108,3,99,3,69,99,2019,5,1
5364,2021,11,21,4,3,9,6,1,108,6,99,1,27,99,2006,4,1
5365,2021,11,20,4,3,9,6,5,504,99,99,3,17,2,9999,99,1
5366,2021,11,6,2,1,9,6,5,501,99,99,12,999,7,9999,99,1
5367,2021,11,14,3,2,9,6,11,1105,99,99,12,30,14,2005,4,1
5368,2021,11,11,2,1,9,6,16,1609,99,99,4,27,5,9999,99,1
5369,2021,11,22,4,3,9,6,15,1504,99,99,22,6,1,9999,99,1
5370,2021,11,20,4,3,9,6,14,1402,2,99,1,999,99,9999,99,1
5371,2021,11,21,4,3,9,6,14,1402,2,99,4,32,1,9999,99,1
5372,2021,11,18,4,3,9,6,4,413,99,99,3,69,2,1985,2,3
5373,2021,12,8,2,1,9,7,1,101,12,12,4,67,5,9999,99,6
5374,2021,12,18,4,3,9,7,1,115,5,99,4,64,1,9999,99,1
5375,2021,12,19,4,3,9,7,1,116,3,99,2,28,7,2005,4,1
5376,2021,12,2,1,1,9,7,1,108,1,99,1,27,2,2008,4,1
5377,2021,12,17,3,2,9,7,1,110,99,99,5,30,2,1997,3,1
5378,2021,12,21,4,3,9,7,22,2212,99,99,4,999,5,9999,99,1
5379,2021,12,21,4,3,9,7,5,505,99,99,6,19,1,9999,99,1
5380,2021,12,12,3,2,9,7,10,1002,99,99,4,6,4,2021,6,1
5381,2021,12,16,3,2,9,7,12,1230,99,99,4,6,5,9999,99,1
5382,2021,12,12,3,2,9,7,8,801,99,99,2,999,6,9999,99,1
5383,2021,12,5,1,1,9,7,16,1606,99,99,4,64,5,9999,99,6
5384,2021,12,17,3,2,9,7,15,1508,99,99,4,32,5,9999,99,1
5385,2021,12,19,4,3,9,7,15,1501,99,99,1,73,3,2010,5,1
5386,2021,12,17,3,2,9,7,18,1801,99,99,1,69,1,9999,99,2
5387,2021,12,18,4,3,9,7,14,1414,99,99,2,999,2,9999,99,7
5388,2021,12,18,4,3,9,7,4,401,6,99,4,27,5,2004,4,1
5389,2021,12,23,4,3,9,7,1,110,99,99,4,32,2,2018,5,6
5390,2021,13,22,4,3,9,1,1,101,1,1,4,25,5,2020,6,1
5391,2021,13,6,2,1,9,1,1,101,18,18,4,3,3,2019,5,1
5392,2021,13,8,2,1,9,1,1,101,16,16,4,6,5,2015,5,6
5393,2021,13,17,3,2,9,1,1,101,7,7,1,56,9,9999,99,1
5394,2021,13,5,1,1,9,1,1,115,6,99,1,69,2,2009,4,1
5395,2021,13,10,2,1,9,1,1,114,99,99,4,32,5,2021,6,1
5396,2021,13,20,4,3,9,1,1,116,99,99,1,28,2,2010,5,1
5397,2021,13,20,4,3,9,1,1,116,2,99,4,32,6,2018,5,1
5398,2021,13,7,2,1,9,1,1,108,1,99,4,32,1,2019,5,6
5399,2021,13,13,3,2,9,1,1,110,99,99,2,31,4,2003,4,1
5400,2021,13,22,4,3,9,1,16,1601,99,99,2,69,2,1998,3,1
5401,2021,13,0,1,1,9,1,16,1617,99,99,4,6,5,9999,99,6
5402,2021,13,0,1,1,9,1,2,207,99,99,4,32,1,9999,99,2
5403,2021,13,18,4,3,9,1,17,1704,99,99,4,6,1,9999,99,6
5404,2021,13,6,2,1,9,1,3,307,99,99,1,48,11,9999,99,1
5405,2021,14,6,2,1,9,2,1,101,18,18,1,21,5,9999,99,1
5406,2021,14,22,4,3,9,2,1,101,5,5,99,999,99,9999,99,1
5407,2021,14,10,2,1,9,2,1,101,7,7,2,27,8,2008,4,1
5408,2021,14,22,4,3,9,2,1,115,5,99,2,13,1,9999,99,1
5409,2021,14,7,2,1,9,2,6,601,99,99,5,999,2,9999,99,7
5410,2021,14,12,3,2,9,2,11,1101,1,99,4,999,99,9999,99,1
5411,2021,14,15,3,2,9,2,12,1228,99,99,4,999,3,9999,99,1
5412,2021,14,19,4,3,9,2,13,1303,99,99,6,999,99,9999,99,1
5413,2021,14,11,2,1,9,2,8,801,99,99,3,69,4,1987,2,8
5414,2021,14,16,3,2,9,2,16,1616,99,99,9,69,2,2020,6,1
5415,2021,14,17,3,2,9,2,16,1604,99,99,2,28,99,9999,99,1
5416,2021,14,19,4,3,9,2,15,1503,99,99,14,999,99,9999,99,6
5417,2021,14,21,4,3,9,2,14,1401,99,99,4,32,1,9999,99,1
5418,2021,14,21,4,3,9,2,14,1401,4,99,9,15,2,9999,99,1
5419,2021,14,19,4,3,9,2,4,401,99,99,1,999,99,9999,99,1
5420,2021,14,23,4,3,9,2,4,401,99,99,1,48,5,9999,99,1
5421,2021,14,20,4,3,9,2,3,308,99,99,1,999,99,9999,99,1
5422,2021,14,20,4,3,9,2,3,301,99,99,99,999,99,9999,99,1
5423,2021,15,10,2,1,9,3,1,101,1,1,2,27,2,1999,3,1
5424,2021,15,17,3,2,9,3,1,101,1,1,1,27,3,2009,4,1
5425,2021,15,11,2,1,9,3,1,101,18,18,1,52,5,2002,4,1
5426,2021,15,6,2,1,9,3,1,107,99,99,1,52,2,2003,4,1
5427,2021,15,20,4,3,9,3,1,101,16,16,1,999,9,2005,4,2
5428,2021,15,20,4,3,9,3,1,101,17,17,1,69,5,9999,99,1
5429,2021,15,11,2,1,9,3,1,101,16,16,4,999,99,9999,99,1
5430,2021,15,18,4,3,9,3,1,101,7,7,1,69,5,2001,4,1
5431,2021,15,22,4,3,9,3,1,115,6,99,4,2,5,9999,99,1
5432,2021,15,2,1,1,9,3,19,1903,99,99,4,72,5,9999,99,6
5433,2021,15,16,3,2,9,3,5,502,99,99,12,999,1,9999,99,3
5434,2021,15,20,4,3,9,3,6,601,99,99,2,69,5,9999,99,1
5435,2021,15,18,4,3,9,3,11,1101,4,99,4,6,1,9999,99,1
5436,2021,15,19,4,3,9,3,9,902,99,99,2,999,4,9999,99,1
5437,2021,15,7,2,1,9,3,18,1804,99,99,5,19,1,9999,99,1
5438,2021,15,19,4,3,9,3,14,1401,4,99,3,69,1,1994,3,1
5439,2021,15,22,4,3,9,3,14,1401,99,99,4,67,5,2021,6,2
5440,2021,16,1,1,1,9,4,1,101,1,1,4,76,5,9999,99,6
5441,2021,16,22,4,3,9,4,1,101,8,8,4,32,3,2020,6,6
5442,2021,16,22,4,3,9,4,1,101,13,13,1,999,99,9999,99,2
5443,2021,16,10,2,1,9,4,1,101,12,12,1,48,3,2011,5,1
5444,2021,16,13,3,2,9,4,1,101,7,7,3,17,9,2002,4,1
5445,2021,16,16,3,2,9,4,1,101,12,12,5,84,2,2013,5,1
5446,2021,16,20,4,3,9,4,1,108,11,99,1,999,99,9999,99,1
5447,2021,16,19,4,3,9,4,5,504,99,99,3,999,99,9999,99,1
5448,2021,16,19,4,3,9,4,6,609,99,99,6,999,99,9999,99,1
5449,2021,16,14,3,2,9,4,9,920,2,99,5,31,2,9999,99,1
5450,2021,16,20,4,3,9,4,15,1508,99,99,1,999,99,9999,99,1
5451,2021,16,17,3,2,9,4,2,206,99,99,1,28,2,9999,99,7
5452,2021,16,0,1,1,9,4,17,1710,99,99,2,69,4,9999,99,1
5453,2021,17,16,3,2,9,5,1,101,1,1,1,28,2,2017,5,1
5454,2021,17,17,3,2,9,5,1,101,1,1,1,69,5,2004,4,1
5455,2021,17,15,3,2,9,5,1,101,16,16,2,27,9,2006,4,1
5456,2021,17,10,2,1,9,5,1,102,99,99,6,19,2,2003,4,1
5457,2021,17,0,1,1,9,5,1,101,13,13,2,90,3,2006,4,2
5458,2021,17,13,3,2,9,5,1,101,7,7,1,90,5,2016,5,1
5459,2021,17,18,4,3,9,5,1,101,12,12,1,52,9,2017,5,1
5460,2021,17,23,4,3,9,5,1,101,12,12,4,999,99,9999,99,1
5461,2021,17,3,1,1,9,5,1,114,99,99,4,999,99,9999,99,6
5462,2021,17,7,2,1,9,5,1,117,8,99,1,999,99,9999,99,1
5463,2021,17,21,4,3,9,5,1,117,2,99,6,999,99,9999,99,2
5464,2021,17,23,4,3,9,5,1,115,1,99,4,67,5,9999,99,6
5465,2021,17,22,4,3,9,5,20,2004,99,99,4,67,4,9999,99,6
5466,2021,17,5,1,1,9,5,5,501,99,99,4,999,4,9999,99,6
5467,2021,17,18,4,3,9,5,5,507,99,99,4,32,1,9999,99,1
5468,2021,17,14,3,2,9,5,6,614,99,99,5,41,2,9999,99,1
5469,2021,17,15,3,2,9,5,6,602,99,99,8,999,8,9999,99,1
5470,2021,17,8,2,1,9,5,10,1002,99,99,1,28,3,2003,4,1
5471,2021,17,17,3,2,9,5,10,1001,99,99,4,67,5,9999,99,1
5472,2021,17,9,2,1,9,5,9,920,99,99,7,49,2,9999,99,1
5473,2021,17,10,2,1,9,5,16,1602,99,99,1,69,2,9999,99,1
5474,2021,17,14,3,2,9,5,16,1603,99,99,5,56,2,1994,3,1
5475,2021,17,18,4,3,9,5,16,1603,99,99,12,999,2,9999,99,1
5476,2021,17,22,4,3,9,5,17,1712,99,99,4,76,5,9999,99,6
5477,2021,18,3,1,1,9,6,1,101,1,1,1,90,4,2016,5,1
5478,2021,18,18,4,3,9,6,1,101,1,1,4,39,5,2019,5,1
5479,2021,18,22,4,3,9,6,1,101,1,1,3,69,10,1997,3,1
5480,2021,18,13,3,2,9,6,1,105,99,99,4,6,1,2017,5,1
5481,2021,18,6,2,1,9,6,1,107,99,99,5,40,3,2008,4,1
5482,2021,18,21,4,3,9,6,1,101,6,6,4,999,99,9999,99,6
5483,2021,18,15,3,2,9,6,1,101,14,14,3,999,99,9999,99,1
5484,2021,18,21,4,3,9,6,1,101,12,12,1,999,9,9999,99,1
5485,2021,18,16,3,2,9,6,1,101,12,12,1,73,11,2004,4,1
5486,2021,18,20,4,3,9,6,1,101,12,12,11,999,99,9999,99,1
5487,2021,18,22,4,3,9,6,1,101,7,7,1,52,4,2017,5,1
5488,2021,18,21,4,3,9,6,1,115,99,99,1,999,99,9999,99,1
5489,2021,18,19,4,3,9,6,1,114,99,99,6,19,99,9999,99,1
5490,2021,18,21,4,3,9,6,1,108,1,99,4,2,1,2020,6,6
5491,2021,18,18,4,3,9,6,1,108,2,99,4,999,99,9999,99,6
5492,2021,18,14,3,2,9,6,6,611,99,99,3,999,1,9999,99,1
5493,2021,18,23,4,3,9,6,6,601,99,99,4,999,99,9999,99,6
5494,2021,18,5,1,1,9,6,10,1010,99,99,5,19,10,9999,99,1
5495,2021,18,20,4,3,9,6,11,1102,99,99,2,27,4,2008,4,1
5496,2021,18,11,2,1,9,6,9,920,99,99,2,27,9,2002,4,1
5497,2021,18,2,1,1,9,6,16,1601,10,99,4,6,1,2021,6,1
5498,2021,18,17,3,2,9,6,16,1611,99,99,1,52,9,9999,99,2
5499,2021,18,17,3,2,9,6,16,1601,2,99,4,76,5,9999,99,6
5500,2021,18,19,4,3,9,6,2,204,99,99,1,28,3,9999,99,1
5501,2021,18,11,2,1,9,6,14,1401,4,99,3,69,11,9999,99,1
5502,2021,18,6,2,1,9,6,14,1401,2,99,3,31,5,2012,5,1
5503,2021,18,6,2,1,9,6,14,1409,99,99,5,999,99,9999,99,7
5504,2021,18,13,3,2,9,6,14,1414,99,99,7,999,99,9999,99,1
5505,2021,19,14,3,2,9,7,1,101,3,3,4,76,1,9999,99,6
5506,2021,19,15,3,2,9,7,1,107,99,99,1,28,4,2003,4,1
5507,2021,19,18,4,3,9,7,1,105,99,99,4,999,99,9999,99,1
5508,2021,19,22,4,3,9,7,1,101,25,25,4,39,5,9999,99,1
5509,2021,19,4,1,1,9,7,1,116,99,99,3,17,2,9999,99,2
5510,2021,19,8,2,1,9,7,1,114,99,99,1,74,6,9999,99,1
5511,2021,19,14,3,2,9,7,1,116,99,99,1,999,99,9999,99,1
5512,2021,19,16,3,2,9,7,1,108,3,99,4,32,1,9999,99,1
5513,2021,19,3,1,1,9,7,1,108,3,99,4,999,3,9999,99,6
5514,2021,19,19,4,3,9,7,1,110,99,99,2,27,9,9999,99,1
5515,2021,19,21,4,3,9,7,1,108,5,99,1,52,4,1995,3,1
