num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4812,2021,16,19,4,3,8,1,6,602,99,99,1,48,6,1998,3,8
4813,2021,16,15,3,2,8,1,10,1010,99,99,3,17,4,1984,2,1
4814,2021,16,17,3,2,8,1,16,1601,4,99,4,64,2,9999,99,1
4815,2021,16,15,3,2,8,1,15,1505,99,99,4,18,5,2019,5,1
4816,2021,16,23,4,3,8,1,7,701,99,99,5,31,2,1995,3,2
4817,2021,17,18,4,3,8,2,1,101,1,1,2,90,9,9999,99,1
4818,2021,17,16,3,2,8,2,22,2214,99,99,6,19,2,9999,99,1
4819,2021,17,15,3,2,8,2,21,2101,5,99,2,69,4,9999,99,1
4820,2021,17,16,3,2,8,2,6,611,99,99,5,31,2,2014,5,1
4821,2021,17,10,2,1,8,2,11,1104,99,99,9,69,6,2009,4,1
4822,2021,17,16,3,2,8,2,13,1302,5,99,5,26,99,9999,99,1
4823,2021,17,11,2,1,8,2,17,1703,99,99,4,999,99,9999,99,1
4824,2021,18,5,1,1,8,3,1,101,21,21,4,100,5,9999,99,6
4825,2021,18,10,2,1,8,3,1,101,8,8,2,52,4,1986,2,1
4826,2021,18,12,3,2,8,3,10,1001,99,99,12,30,7,9999,99,1
4827,2021,18,17,3,2,8,3,16,1613,99,99,6,19,8,2007,4,1
4828,2021,18,6,2,1,8,3,4,401,99,99,1,69,4,2004,4,2
4829,2021,18,21,4,3,8,3,11,1102,99,99,4,6,99,2004,4,1
4830,2021,18,16,3,2,8,3,13,1302,99,99,4,999,99,9999,99,1
4831,2021,18,21,4,3,8,3,1,101,1,1,1,69,5,2009,4,1
4832,2021,18,22,4,3,8,3,1,101,1,1,1,90,4,2005,4,1
4833,2021,18,17,3,2,8,3,1,101,18,18,4,25,1,2021,6,1
4834,2021,18,19,4,3,8,3,1,106,99,99,4,25,5,9999,99,1
4835,2021,18,21,4,3,8,3,1,101,6,6,4,6,5,9999,99,1
4836,2021,18,18,4,3,8,3,1,101,13,13,12,30,1,9999,99,1
4837,2021,18,10,2,1,8,3,1,101,10,10,2,41,4,2015,5,1
4838,2021,19,11,2,1,8,4,1,101,1,1,4,999,99,9999,99,1
4839,2021,19,9,2,1,8,4,1,101,18,18,4,6,1,9999,99,2
4840,2021,19,13,3,2,8,4,1,101,18,18,1,999,99,9999,99,2
4841,2021,19,7,2,1,8,4,1,113,99,99,4,999,99,9999,99,1
4842,2021,19,14,3,2,8,4,1,103,99,99,4,999,99,9999,99,6
4843,2021,19,18,4,3,8,4,1,114,99,99,4,25,5,2020,6,6
4844,2021,19,21,4,3,8,4,22,2212,99,99,4,999,5,9999,99,1
4845,2021,19,8,2,1,8,4,5,501,99,99,5,30,2,9999,99,1
4846,2021,19,15,3,2,8,4,17,1714,99,99,4,999,99,9999,99,1
4847,2021,19,13,3,2,8,4,1,101,12,12,4,76,5,9999,99,6
4848,2021,20,3,1,1,8,5,1,108,8,99,4,32,5,9999,99,1
4849,2021,20,12,3,2,8,5,1,101,4,4,4,67,3,2018,5,1
4850,2021,20,18,4,3,8,5,11,1102,99,99,4,6,1,2018,5,1
4851,2021,20,0,1,1,8,5,16,1604,99,99,1,73,2,9999,99,3
4852,2021,20,19,4,3,8,5,16,1601,99,99,11,999,2,9999,99,1
4853,2021,20,14,3,2,8,5,15,1502,99,99,12,69,2,2017,5,1
4854,2021,20,5,1,1,8,5,2,203,99,99,22,112,1,2017,5,1
4855,2021,20,12,3,2,8,5,14,1405,99,99,3,69,4,9999,99,7
4856,2021,20,2,1,1,8,5,4,401,99,99,9,15,9,2008,4,1
4857,2021,20,11,2,1,8,5,4,410,99,99,3,56,6,2000,4,1
4858,2021,20,16,3,2,8,5,1,101,6,6,1,69,9,1999,3,1
4859,2021,20,20,4,3,8,5,1,114,99,99,4,25,5,9999,99,1
4860,2021,20,19,4,3,8,5,13,1301,99,99,6,999,2,9999,99,3
4861,2021,21,18,4,3,8,6,1,103,99,99,4,999,99,9999,99,1
4862,2021,21,8,2,1,8,6,1,113,99,99,4,999,99,9999,99,6
4863,2021,21,21,4,3,8,6,1,101,12,12,4,18,5,2021,6,6
4864,2021,21,8,2,1,8,6,1,101,7,7,4,999,99,9999,99,1
4865,2021,21,0,1,1,8,6,1,117,7,99,4,32,5,2021,6,1
4866,2021,21,6,2,1,8,6,1,115,5,99,1,27,5,9999,99,1
4867,2021,21,9,2,1,8,6,1,115,2,99,4,77,5,9999,99,6
4868,2021,21,12,3,2,8,6,1,116,99,99,1,28,2,9999,99,2
4869,2021,21,16,3,2,8,6,1,115,99,99,1,999,99,9999,99,1
4870,2021,21,16,3,2,8,6,1,115,2,99,1,48,3,2011,5,1
4871,2021,21,16,3,2,8,6,1,114,99,99,4,27,5,9999,99,1
4872,2021,21,17,3,2,8,6,1,115,99,99,4,6,1,2020,6,6
4873,2021,21,22,4,3,8,6,1,115,2,99,4,163,5,2019,5,1
4874,2021,21,20,4,3,8,6,1,117,7,99,4,999,99,9999,99,1
4875,2021,21,10,2,1,8,6,1,117,99,99,4,999,99,9999,99,6
4876,2021,21,21,4,3,8,6,21,2101,99,99,4,999,1,9999,99,6
4877,2021,21,11,2,1,8,6,19,1904,99,99,4,67,5,9999,99,1
4878,2021,21,17,3,2,8,6,5,511,99,99,2,27,4,2003,4,1
4879,2021,21,18,4,3,8,6,5,513,99,99,5,19,14,2000,4,1
4880,2021,21,19,4,3,8,6,9,901,5,99,4,32,6,9999,99,1
4881,2021,21,18,4,3,8,6,9,901,3,99,12,30,99,9999,99,1
4882,2021,21,20,4,3,8,6,12,1202,4,99,9,69,3,9999,99,1
4883,2021,21,0,1,1,8,6,13,1308,99,99,2,69,6,9999,99,1
4884,2021,21,17,3,2,8,6,16,1601,99,99,5,17,2,1994,3,1
4885,2021,21,3,1,1,8,6,15,1501,99,99,4,999,99,9999,99,6
4886,2021,21,21,4,3,8,6,2,207,99,99,4,18,4,9999,99,6
4887,2021,21,21,4,3,8,6,18,1801,99,99,4,999,99,9999,99,1
4888,2021,21,12,3,2,8,6,14,1401,4,99,1,48,4,2010,5,1
4889,2021,22,14,3,2,8,7,1,101,1,1,1,27,3,2007,4,1
4890,2021,22,16,3,2,8,7,1,101,1,1,1,27,11,2007,4,1
4891,2021,22,22,4,3,8,7,1,105,99,99,4,999,99,9999,99,1
4892,2021,22,2,1,1,8,7,1,103,99,99,4,999,99,9999,99,1
4893,2021,22,21,4,3,8,7,1,113,99,99,4,999,99,9999,99,6
4894,2021,22,14,3,2,8,7,1,101,7,7,4,999,99,9999,99,1
4895,2021,22,19,4,3,8,7,1,101,12,12,4,999,99,9999,99,1
4896,2021,22,16,3,2,8,7,1,115,99,99,4,6,4,2021,6,6
4897,2021,22,20,4,3,8,7,1,116,99,99,1,999,99,9999,99,1
4898,2021,22,19,4,3,8,7,1,108,8,99,4,999,99,9999,99,6
4899,2021,22,14,3,2,8,7,22,2201,99,99,2,69,99,9999,99,1
4900,2021,22,18,4,3,8,7,21,2101,99,99,1,56,11,1995,3,1
4901,2021,22,13,3,2,8,7,5,501,99,99,4,27,1,9999,99,2
4902,2021,22,18,4,3,8,7,10,1016,99,99,2,69,5,9999,99,1
4903,2021,22,22,4,3,8,7,15,1501,99,99,4,999,99,9999,99,6
4904,2021,22,20,4,3,8,7,15,1507,99,99,4,999,99,9999,99,6
4905,2021,22,17,3,2,8,7,18,1801,99,99,3,69,1,1999,3,1
4906,2021,22,11,2,1,8,7,17,1713,99,99,4,67,5,9999,99,1
4907,2021,22,22,4,3,8,7,14,1401,99,99,4,999,2,9999,99,1
4908,2021,22,11,2,1,8,7,4,406,99,99,4,32,2,9999,99,1
4909,2021,22,14,3,2,8,7,3,309,99,99,4,999,99,9999,99,1
4910,2021,23,16,3,2,8,1,1,101,16,16,3,23,1,2015,5,1
4911,2021,23,21,4,3,8,1,1,108,10,99,4,6,5,9999,99,6
4912,2021,23,18,4,3,8,1,1,108,10,99,4,999,99,9999,99,6
4913,2021,23,0,1,1,8,1,21,2101,99,99,1,69,1,9999,99,2
4914,2021,23,19,4,3,8,1,5,501,1,99,6,19,10,2007,4,1
4915,2021,23,15,3,2,8,1,5,501,99,99,4,27,1,9999,99,6
4916,2021,23,22,4,3,8,1,11,1101,99,99,4,76,1,9999,99,1
4917,2021,23,9,2,1,8,1,9,920,99,99,3,69,5,9999,99,1
4918,2021,23,22,4,3,8,1,16,1601,4,99,1,10,4,2007,4,1
4919,2021,23,13,3,2,8,1,7,701,99,99,1,27,4,9999,99,2
4920,2021,23,8,2,1,8,1,3,301,99,99,12,999,7,9999,99,1
4921,2021,23,23,4,3,8,1,7,701,99,99,3,69,1,1988,2,1
4922,2021,24,9,2,1,8,2,1,101,1,1,1,52,2,1996,3,1
4923,2021,24,9,2,1,8,2,1,108,8,99,4,53,4,2009,4,6
4924,2021,24,9,2,1,8,2,16,1604,99,99,3,9,99,2018,5,1
4925,2021,24,18,4,3,8,2,17,1701,99,99,4,54,1,9999,99,6
4926,2021,24,14,3,2,8,2,3,301,99,99,9,48,99,9999,99,1
4927,2021,24,16,3,2,8,2,1,117,99,99,4,32,1,9999,99,1
4928,2021,24,18,4,3,8,2,1,101,5,5,1,69,5,9999,99,1
4929,2021,24,0,1,1,8,2,5,508,99,99,5,41,2,2019,5,1
4930,2021,24,6,2,1,8,2,1,110,99,99,4,999,99,9999,99,6
4931,2021,24,11,2,1,8,2,1,108,4,99,4,999,99,9999,99,6
4932,2021,25,3,1,1,8,3,1,106,99,99,4,32,1,2011,5,1
4933,2021,25,22,4,3,8,3,1,101,5,5,1,56,9,2016,5,1
4934,2021,25,13,3,2,8,3,22,2203,99,99,2,27,4,2004,4,1
4935,2021,25,20,4,3,8,3,20,2001,99,99,5,999,99,9999,99,1
4936,2021,25,23,4,3,8,3,19,1904,99,99,1,69,3,9999,99,1
4937,2021,25,21,4,3,8,3,5,501,1,99,4,6,5,9999,99,1
4938,2021,25,11,2,1,8,3,10,1014,99,99,3,999,99,9999,99,1
4939,2021,25,0,1,1,8,3,9,914,99,99,6,19,10,9999,99,2
4940,2021,25,6,2,1,8,3,13,1319,99,99,12,999,99,9999,99,2
4941,2021,25,0,1,1,8,3,17,1701,99,99,1,69,99,9999,99,1
4942,2021,25,19,4,3,8,3,17,1710,99,99,1,32,1,9999,99,1
4943,2021,26,22,4,3,8,4,1,101,5,5,1,56,9,2016,5,1
4944,2021,26,21,4,3,8,4,1,101,13,13,4,87,4,2021,6,1
4945,2021,26,10,2,1,8,4,1,101,5,5,4,999,99,9999,99,6
4946,2021,26,9,2,1,8,4,1,114,99,99,4,18,4,2018,5,1
4947,2021,26,16,3,2,8,4,1,117,99,99,4,27,5,2020,6,1
4948,2021,26,7,2,1,8,4,1,108,2,99,4,67,5,2018,5,1
4949,2021,26,17,3,2,8,4,1,108,8,99,4,5,1,2018,5,1
4950,2021,26,11,2,1,8,4,20,2001,99,99,1,41,2,9999,99,1
4951,2021,26,0,1,1,8,4,19,1902,99,99,4,67,4,9999,99,1
4952,2021,26,16,3,2,8,4,19,1906,99,99,2,27,9,2005,4,1
4953,2021,26,22,4,3,8,4,19,1906,99,99,1,69,3,9999,99,1
4954,2021,26,14,3,2,8,4,5,501,99,99,5,19,2,1988,2,1
4955,2021,26,8,2,1,8,4,11,1101,99,99,4,27,5,9999,99,1
4956,2021,26,7,2,1,8,4,9,921,99,99,4,32,5,9999,99,6
4957,2021,26,22,4,3,8,4,16,1601,99,99,4,64,1,9999,99,2
4958,2021,26,20,4,3,8,4,2,201,99,99,2,27,4,9999,99,1
4959,2021,27,18,4,3,8,5,1,101,24,24,1,999,99,9999,99,1
4960,2021,27,13,3,2,8,5,1,101,13,13,1,41,4,2020,6,1
4961,2021,27,13,3,2,8,5,1,101,10,10,2,999,99,9999,99,1
4962,2021,27,20,4,3,8,5,1,101,11,11,4,76,1,2021,6,1
4963,2021,27,4,1,1,8,5,1,115,5,99,1,56,4,9999,99,1
4964,2021,27,20,4,3,8,5,1,116,2,99,1,48,4,9999,99,1
4965,2021,27,11,2,1,8,5,1,114,99,99,4,3,5,9999,99,1
4966,2021,27,1,1,1,8,5,20,2001,99,99,1,48,2,9999,99,1
4967,2021,27,11,2,1,8,5,6,602,99,99,4,20,1,9999,99,1
4968,2021,27,19,4,3,8,5,10,1002,99,99,3,69,5,9999,99,1
4969,2021,27,5,1,1,8,5,10,1014,99,99,5,31,99,9999,99,1
4970,2021,27,16,3,2,8,5,14,1419,1,99,5,30,99,9999,99,1
4971,2021,27,8,2,1,8,5,3,309,99,99,1,69,1,2004,4,1
4972,2021,28,6,2,1,8,6,1,101,9,9,2,90,3,2005,4,1
4973,2021,28,16,3,2,8,6,1,101,10,10,4,64,99,9999,99,6
4974,2021,28,8,2,1,8,6,1,101,12,12,4,25,5,2021,6,1
4975,2021,28,14,3,2,8,6,1,101,7,7,4,999,99,9999,99,1
4976,2021,28,23,4,3,8,6,1,101,12,12,4,999,99,9999,99,1
4977,2021,28,3,1,1,8,6,1,117,9,99,2,41,4,9999,99,1
4978,2021,28,22,4,3,8,6,1,114,99,99,4,2,3,9999,99,2
4979,2021,28,21,4,3,8,6,1,115,4,99,1,27,5,2020,6,1
4980,2021,28,7,2,1,8,6,1,108,4,99,2,27,6,2008,4,1
4981,2021,28,22,4,3,8,6,1,108,1,99,2,52,4,2016,5,1
4982,2021,28,17,3,2,8,6,1,108,4,99,4,999,1,9999,99,1
4983,2021,28,19,4,3,8,6,5,501,1,99,4,6,2,2013,5,1
4984,2021,28,19,4,3,8,6,5,507,99,99,1,69,3,9999,99,1
4985,2021,28,20,4,3,8,6,10,1002,99,99,1,999,5,9999,99,1
4986,2021,28,19,4,3,8,6,10,1002,99,99,4,999,5,9999,99,6
4987,2021,28,23,4,3,8,6,9,920,99,99,4,32,5,9999,99,1
4988,2021,28,0,1,1,8,6,13,1301,12,99,2,69,2,9999,99,1
4989,2021,28,19,4,3,8,6,13,1301,3,99,2,999,99,9999,99,1
4990,2021,28,19,4,3,8,6,16,1606,99,99,99,999,99,9999,99,1
4991,2021,28,22,4,3,8,6,16,1601,99,99,2,56,5,9999,99,1
4992,2021,28,20,4,3,8,6,2,201,99,99,2,27,4,9999,99,2
4993,2021,28,16,3,2,8,6,3,312,99,99,4,18,1,9999,99,6
4994,2021,28,19,4,3,8,6,3,303,99,99,2,27,99,9999,99,1
4995,2021,28,17,3,2,8,6,1,101,6,6,5,30,1,1992,3,1
4996,2021,29,16,3,2,8,7,1,101,3,3,1,28,9,2008,4,1
4997,2021,29,19,4,3,8,7,1,104,99,99,4,141,1,2014,5,2
4998,2021,29,7,2,1,8,7,1,116,99,99,5,999,99,9999,99,3
4999,2021,29,12,3,2,8,7,1,109,99,99,12,30,2,1996,3,1
5000,2021,29,22,4,3,8,7,22,2201,99,99,3,56,3,1974,1,1
5001,2021,29,19,4,3,8,7,22,2214,99,99,4,67,5,9999,99,1
5002,2021,29,18,4,3,8,7,20,2007,99,99,4,6,1,9999,99,3
5003,2021,29,13,3,2,8,7,5,504,99,99,1,69,1,9999,99,1
5004,2021,29,14,3,2,8,7,4,401,2,99,2,28,4,9999,99,1
5005,2021,29,20,4,3,8,7,3,302,99,99,1,41,4,2004,4,1
5006,2021,30,17,3,2,8,1,1,101,3,3,2,13,5,2017,5,1
5007,2021,30,9,2,1,8,1,1,101,4,4,99,999,99,9999,99,1
5008,2021,30,21,4,3,8,1,1,105,99,99,4,67,7,9999,99,1
5009,2021,30,9,2,1,8,1,1,101,7,7,1,999,99,9999,99,1
5010,2021,30,7,2,1,8,1,1,115,12,99,4,76,2,2018,5,1
5011,2021,30,16,3,2,8,1,21,2102,99,99,4,999,5,9999,99,1
5012,2021,30,11,2,1,8,1,5,511,99,99,6,30,2,2005,4,1
5013,2021,30,5,1,1,8,1,11,1107,99,99,99,999,99,9999,99,1
5014,2021,30,0,1,1,8,1,12,1201,99,99,1,999,6,1993,3,1
5015,2021,30,17,3,2,8,1,12,1227,99,99,3,69,3,1987,2,1
5016,2021,30,15,3,2,8,1,13,1301,99,99,5,30,3,9999,99,1
5017,2021,30,13,3,2,8,1,16,1607,99,99,3,69,3,1993,3,3
5018,2021,30,20,4,3,8,1,16,1601,99,99,2,999,99,9999,99,6
5019,2021,30,20,4,3,8,1,18,1804,99,99,4,999,99,9999,99,1
5020,2021,30,21,4,3,8,1,6,611,99,99,3,69,5,1990,3,1
5021,2021,31,12,3,2,8,2,1,101,1,1,99,56,4,2008,4,1
5022,2021,31,20,4,3,8,2,1,101,9,9,1,15,1,2002,4,1
5023,2021,31,4,1,1,8,2,1,101,17,17,6,40,2,2016,5,1
5024,2021,31,14,3,2,8,2,1,101,18,18,99,25,5,2019,5,1
5025,2021,31,19,4,3,8,2,1,101,25,25,4,6,2,2018,5,1
5026,2021,31,18,4,3,8,2,1,106,99,99,1,999,99,9999,99,1
5027,2021,31,6,2,1,8,2,1,101,13,13,1,41,7,9999,99,1
5028,2021,31,21,4,3,8,2,1,101,7,7,4,5,5,2021,6,1
5029,2021,31,22,4,3,8,2,1,101,7,7,1,999,99,9999,99,1
5030,2021,31,5,1,1,8,2,1,110,99,99,1,999,99,9999,99,1
5031,2021,31,6,2,1,8,2,22,2205,99,99,4,999,99,9999,99,1
5032,2021,31,18,4,3,8,2,21,2106,99,99,8,999,99,9999,99,1
5033,2021,31,21,4,3,8,2,19,1901,99,99,1,69,9,9999,99,1
5034,2021,31,15,3,2,8,2,10,1014,99,99,6,30,2,1999,3,1
5035,2021,31,2,1,1,8,2,2,201,99,99,6,19,1,9999,99,1
5036,2021,31,15,3,2,8,2,2,208,99,99,4,67,1,9999,99,6
5037,2021,31,19,4,3,8,2,17,1712,99,99,9,48,4,9999,99,1
5038,2021,1,1,1,1,8,7,1,101,18,18,99,999,99,9999,99,5
5039,2021,1,19,4,3,8,7,1,116,99,99,4,999,99,9999,99,5
5040,2021,1,18,4,3,8,7,9,921,99,99,4,67,1,2020,6,5
5041,2021,1,20,4,3,8,7,16,1616,99,99,4,27,5,9999,99,5
5042,2021,1,19,4,3,8,7,16,1602,99,99,3,10,7,1998,3,5
5043,2021,2,7,2,1,8,1,1,101,4,4,99,999,99,9999,99,5
5044,2021,2,17,3,2,8,1,1,101,18,18,2,34,5,9999,99,5
5045,2021,2,9,2,1,8,1,1,101,19,19,99,48,4,2003,4,5
5046,2021,2,5,1,1,8,1,5,502,99,99,99,999,99,9999,99,5
5047,2021,2,23,4,3,8,1,14,1420,99,99,3,999,99,9999,99,5
5048,2021,2,20,4,3,8,1,4,410,99,99,99,999,99,9999,99,5
5049,2021,2,5,1,1,8,1,3,309,99,99,99,999,99,9999,99,5
5050,2021,3,10,2,1,8,2,1,101,6,6,1,56,4,2020,6,5
5051,2021,3,1,1,1,8,2,1,101,15,15,99,999,99,9999,99,5
5052,2021,3,6,2,1,8,2,1,101,11,11,99,999,99,9999,99,5
5053,2021,3,12,3,2,8,2,22,2201,99,99,9,69,4,9999,99,5
5054,2021,3,21,4,3,8,2,3,306,99,99,1,999,99,9999,99,5
5055,2021,4,5,1,1,8,3,1,102,99,99,99,999,99,9999,99,5
5056,2021,4,17,3,2,8,3,1,101,7,7,12,999,99,9999,99,5
5057,2021,4,9,2,1,8,3,5,502,99,99,4,3,10,2020,6,5
5058,2021,4,16,3,2,8,3,16,1605,99,99,9,41,1,9999,99,5
5059,2021,4,20,4,3,8,3,2,203,99,99,4,76,14,2016,5,5
5060,2021,4,13,3,2,8,3,17,1710,99,99,4,6,4,2021,6,5
5061,2021,4,11,2,1,8,3,4,416,99,99,4,32,1,2016,5,5
5062,2021,5,6,2,1,8,4,1,107,99,99,4,3,2,9999,99,5
5063,2021,5,20,4,3,8,4,17,1712,99,99,1,56,4,9999,99,5
5064,2021,5,0,1,1,8,4,5,504,99,99,1,999,99,9999,99,5
5065,2021,5,17,3,2,8,4,14,1402,99,99,3,69,1,1988,2,5
5066,2021,5,11,2,1,8,4,1,107,99,99,4,2,4,2021,6,5
5067,2021,5,17,3,2,8,4,12,1222,99,99,9,69,4,2008,4,5
5068,2021,5,15,3,2,8,4,1,114,99,99,3,56,3,2017,5,5
5069,2021,6,22,4,3,8,5,1,101,8,8,4,18,1,9999,99,5
5070,2021,6,8,2,1,8,5,1,101,12,12,1,41,3,2016,5,5
5071,2021,6,17,3,2,8,5,13,1302,10,99,1,999,99,9999,99,5
5072,2021,7,21,4,3,8,6,1,101,17,17,2,999,99,9999,99,5
5073,2021,7,12,3,2,8,6,1,109,99,99,5,31,2,2006,4,5
5074,2021,8,20,4,3,8,7,1,101,1,1,1,999,99,9999,99,5
5075,2021,8,0,1,1,8,7,1,114,99,99,1,999,99,9999,99,5
5076,2021,8,8,2,1,8,7,14,1401,99,99,1,999,99,9999,99,5
5077,2021,8,8,2,1,8,7,1,101,12,12,1,999,99,9999,99,5
5078,2021,9,8,2,1,8,1,1,106,99,99,1,999,4,9999,99,5
5079,2021,9,3,1,1,8,1,4,401,99,99,99,999,99,9999,99,5
5080,2021,9,19,4,3,8,1,1,101,11,11,99,999,99,9999,99,5
5081,2021,9,20,4,3,8,1,1,101,7,7,99,999,99,9999,99,5
5082,2021,9,21,4,3,8,1,16,1608,99,99,4,999,99,9999,99,5
5083,2021,10,14,3,2,8,2,1,101,7,7,99,999,99,9999,99,5
5084,2021,10,9,2,1,8,2,22,2214,99,99,4,67,5,9999,99,5
5085,2021,11,5,1,1,8,3,1,117,99,99,12,999,2,9999,99,5
5086,2021,11,20,4,3,8,3,10,1001,3,99,4,67,3,9999,99,5
5087,2021,12,23,4,3,8,4,1,105,99,99,99,999,99,9999,99,5
5088,2021,12,18,4,3,8,4,1,101,12,12,2,67,4,2006,4,5
5089,2021,12,15,3,2,8,4,13,1307,99,99,5,999,99,9999,99,5
5090,2021,13,19,4,3,8,5,1,101,6,6,4,2,1,2018,5,5
5091,2021,13,21,4,3,8,5,1,106,99,99,99,999,99,9999,99,5
5092,2021,13,15,3,2,8,5,1,101,6,6,99,999,99,9999,99,5
5093,2021,13,20,4,3,8,5,1,115,4,99,1,56,9,1994,3,5
5094,2021,13,21,4,3,8,5,1,108,3,99,99,999,99,9999,99,5
5095,2021,13,13,3,2,8,5,12,1202,99,99,5,999,99,9999,99,5
5096,2021,13,22,4,3,8,5,16,1610,99,99,99,999,99,9999,99,5
5097,2021,13,18,4,3,8,5,14,1406,99,99,1,56,2,2009,4,5
5098,2021,13,23,4,3,8,5,4,416,99,99,1,48,11,9999,99,5
5099,2021,14,20,4,3,8,6,1,101,18,18,4,27,1,2021,6,5
5100,2021,14,10,2,1,8,6,1,101,18,18,4,2,5,2021,6,5
5101,2021,14,0,1,1,8,6,1,101,6,6,99,999,99,9999,99,5
5102,2021,14,10,2,1,8,6,1,101,18,18,99,999,99,9999,99,5
5103,2021,14,18,4,3,8,6,1,101,6,6,4,999,99,9999,99,5
5104,2021,14,19,4,3,8,6,1,101,5,5,4,999,99,9999,99,5
5105,2021,14,21,4,3,8,6,1,101,12,12,4,163,5,9999,99,5
5106,2021,14,23,4,3,8,6,1,101,12,12,99,999,99,9999,99,5
5107,2021,14,13,3,2,8,6,1,115,2,99,4,76,1,9999,99,5
5108,2021,14,21,4,3,8,6,1,116,99,99,3,69,3,9999,99,5
5109,2021,14,16,3,2,8,6,1,108,2,99,4,6,5,9999,99,5
5110,2021,14,22,4,3,8,6,1,108,8,99,4,25,2,9999,99,5
5111,2021,14,13,3,2,8,6,1,110,99,99,4,999,99,9999,99,5
5112,2021,14,22,4,3,8,6,1,108,5,99,99,999,99,9999,99,5
5113,2021,14,21,4,3,8,6,22,2201,3,99,1,52,2,9999,99,5
5114,2021,14,19,4,3,8,6,20,2001,99,99,3,999,4,9999,99,5
5115,2021,14,20,4,3,8,6,5,501,99,99,3,52,2,1987,2,5
5116,2021,14,19,4,3,8,6,12,1205,99,99,2,69,11,9999,99,5
5117,2021,14,10,2,1,8,6,4,401,99,99,4,6,99,9999,99,5
5118,2021,15,14,3,2,8,7,1,116,99,99,99,999,99,9999,99,5
5119,2021,15,20,4,3,8,7,1,108,99,99,2,52,4,9999,99,5
5120,2021,15,19,4,3,8,7,1,108,6,99,99,999,99,9999,99,5
5121,2021,15,13,3,2,8,7,1,108,6,99,4,999,99,9999,99,5
5122,2021,15,14,3,2,8,7,6,601,99,99,1,69,1,2007,4,5
5123,2021,15,18,4,3,8,7,10,1001,1,99,4,67,5,9999,99,5
5124,2021,16,16,3,2,8,1,1,108,10,99,99,999,2,9999,99,5
5125,2021,16,14,3,2,8,1,21,2102,99,99,4,18,1,9999,99,5
5126,2021,16,19,4,3,8,1,20,2005,99,99,99,999,99,9999,99,5
5127,2021,16,15,3,2,8,1,5,501,99,99,12,30,7,9999,99,5
5128,2021,16,17,3,2,8,1,16,1601,4,99,4,3,1,2018,5,5
5129,2021,17,5,1,1,8,2,1,114,99,99,4,999,99,9999,99,5
5130,2021,17,13,3,2,8,2,1,108,6,99,99,999,99,9999,99,5
5131,2021,17,11,2,1,8,2,1,108,7,99,99,999,99,9999,99,5
5132,2021,17,11,2,1,8,2,22,2216,99,99,3,999,99,9999,99,5
5133,2021,17,22,4,3,8,2,6,602,99,99,1,999,6,9999,99,5
5134,2021,17,11,2,1,8,2,9,920,1,99,4,6,5,9999,99,5
5135,2021,17,14,3,2,8,2,12,1223,99,99,4,64,5,9999,99,5
5136,2021,17,22,4,3,8,2,16,1603,99,99,99,999,99,9999,99,5
5137,2021,18,12,3,2,8,3,5,511,99,99,99,19,3,9999,99,5
5138,2021,18,16,3,2,8,3,1,107,99,99,3,69,2,9999,99,5
5139,2021,19,14,3,2,8,4,1,105,99,99,3,56,9,2004,4,5
5140,2021,19,9,2,1,8,4,1,101,10,10,3,69,4,2009,4,5
5141,2021,19,21,4,3,8,4,15,1503,99,99,99,999,99,9999,99,5
5142,2021,19,2,1,1,8,4,2,207,99,99,6,999,2,9999,99,5
5143,2021,19,3,1,1,8,4,18,1804,99,99,1,999,99,9999,99,5
5144,2021,20,12,3,2,8,5,10,1013,99,99,1,999,99,9999,99,5
5145,2021,20,2,1,1,8,5,2,207,99,99,6,999,2,9999,99,5
5146,2021,21,14,3,2,8,6,1,101,1,1,1,48,5,9999,99,5
5147,2021,21,13,3,2,8,6,1,117,7,99,4,999,99,9999,99,5
5148,2021,21,18,4,3,8,6,1,117,10,99,4,999,99,9999,99,5
5149,2021,21,19,4,3,8,6,1,117,7,99,4,76,14,2007,4,5
5150,2021,21,17,3,2,8,6,1,115,99,99,1,999,99,9999,99,5
5151,2021,21,19,4,3,8,6,4,401,99,99,1,999,99,9999,99,5
5152,2021,22,20,4,3,8,7,1,101,1,1,99,999,99,9999,99,5
5153,2021,22,0,1,1,8,7,1,101,2,2,99,999,99,9999,99,5
5154,2021,22,21,4,3,8,7,1,101,12,12,99,999,99,9999,99,5
5155,2021,22,23,4,3,8,7,1,101,25,25,99,999,99,9999,99,5
5156,2021,22,20,4,3,8,7,1,101,13,13,99,999,99,9999,99,5
5157,2021,22,19,4,3,8,7,1,101,12,12,99,999,99,9999,99,5
5158,2021,22,20,4,3,8,7,17,1713,99,99,99,999,99,9999,99,5
5159,2021,23,17,3,2,8,1,1,101,13,13,12,30,1,1993,3,5
5160,2021,23,9,2,1,8,1,1,101,12,12,4,999,99,9999,99,5
5161,2021,23,7,2,1,8,1,1,108,3,99,1,999,99,9999,99,5
5162,2021,23,19,4,3,8,1,12,1215,99,99,14,999,1,9999,99,5
5163,2021,23,14,3,2,8,1,14,1409,99,99,5,74,14,2021,6,5
